"value","mean","sd","lower","median","upper","mode","kld","group","effect"
0.837214342506604,0.751564621925354,0.0401650108397007,0.672257191325326,0.75171060345538,0.829998746624638,0.752010345458984,8.24171998988095e-07,1,"flushany_g"
0.863202710208452,0.865762591362,0.0423241928219795,0.782132528063901,0.865940317588219,0.9483433060187,0.866305649280548,1.03572735411509e-06,1,"flushany_g"
0.888400890641898,0.996831297874451,0.0447530932724476,0.908462055325898,0.996998947143103,1.08420215186648,0.997343897819519,9.02738057568131e-07,1,"flushany_g"
0.912496655303274,1.14366030693054,0.0474328026175499,1.05023557696959,1.14375612711532,1.23647361664206,1.14395356178284,4.95358407538919e-07,1,"flushany_g"
0.938700230160233,1.32443523406982,0.0518506318330765,1.22263457232114,1.32443174389425,1.42616318665304,1.32442843914032,1.04342998878307e-07,1,"flushany_g"
0.964,1.51812076568604,0.0599917434155941,1.40044978320771,1.51808242390576,1.63590032795458,1.51801085472107,7.1562227818846e-08,1,"flushany_g"
0.9928,1.75076460838318,0.0777772888541222,1.5987674938418,1.75053319262958,1.90391775963263,1.75007271766663,5.42013886710869e-07,1,"flushany_g"
0.007,-0.435216218233109,0.0655853226780891,-0.564290660274249,-0.43511344661312,-0.306824955643284,-0.434903889894485,3.47849297510888e-07,1,"water_g"
0.0369892122640157,-0.255799859762192,0.050163920968771,-0.354333774772332,-0.255787068850423,-0.157424348711233,-0.255756616592407,1.32333000699164e-07,1,"water_g"
0.0613395106433709,-0.128293827176094,0.0458358190953732,-0.21816042892468,-0.128342100214808,-0.0382412209583866,-0.128434345126152,3.37957507070926e-08,1,"water_g"
0.0879002265464273,-0.0166094079613686,0.0435982048511505,-0.102009900268114,-0.0166832945476085,0.0691198411301656,-0.0168294496834278,1.73346072373205e-08,1,"water_g"
0.112018706086322,0.0713745951652527,0.0420851819217205,-0.0109624829117066,0.0712710612084618,0.154209238245033,0.0710657015442848,6.52800212102872e-08,1,"water_g"
0.136615518913676,0.139228031039238,0.0408391691744328,0.0593853126153769,0.139108543149573,0.219660622410384,0.138872131705284,9.85329391407194e-08,1,"water_g"
0.161507479431563,0.18309885263443,0.0398191995918751,0.105226187478003,0.182987727498372,0.261513643760441,0.182766959071159,6.35981886417438e-08,1,"water_g"
0.187936084196458,0.202839463949203,0.0388426147401333,0.126629695868155,0.202810092966916,0.279134917599379,0.202750906348228,1.49825045155203e-08,1,"water_g"
0.2135,0.209337309002876,0.0381422191858292,0.134259136118075,0.209389736387411,0.284051788441138,0.209495961666107,3.54929676477434e-09,1,"water_g"
0.238006350733345,0.212134405970573,0.037751629948616,0.137743862484938,0.212214011681848,0.2860149091375,0.212376907467842,5.92531345367089e-09,1,"water_g"
0.262382569139077,0.210664972662926,0.0374621152877808,0.136835939534551,0.210746835439066,0.283974176229694,0.210916191339493,9.93304849281746e-09,1,"water_g"
0.287646188754514,0.205431073904037,0.0371768586337566,0.132206348833923,0.205497436839926,0.278223337143109,0.20563705265522,9.36594112387548e-09,1,"water_g"
0.311743502647043,0.200594827532768,0.0369779393076897,0.12792397964395,0.200604004356127,0.273149613830454,0.200630262494087,6.618229871962e-09,1,"water_g"
0.337545833489522,0.185984298586845,0.0370100066065788,0.113259266663122,0.185989421040766,0.258614473452037,0.186006799340248,3.34652735341723e-09,1,"water_g"
0.361679284526658,0.165754348039627,0.0371846109628677,0.092579616726154,0.165795199512812,0.238634669937001,0.165882259607315,1.14339199691737e-09,1,"water_g"
0.388481613451536,0.144353047013283,0.0374865904450417,0.0705740161864228,0.144395856477092,0.21782365428623,0.144484922289848,2.294579184814e-09,1,"water_g"
0.413008350022951,0.127764940261841,0.0375992208719254,0.053930990268742,0.127750098940057,0.201606482624668,0.127722784876823,6.44207769741613e-09,1,"water_g"
0.437836242338816,0.108128398656845,0.0376750491559505,0.0342984169309024,0.108061620443223,0.182251753108852,0.107929520308971,1.47672381777857e-08,1,"water_g"
0.46255822701686,0.0831956416368484,0.0376736931502819,0.00941930994288191,0.0831120175302954,0.157357994426429,0.0829456076025963,2.24414370847764e-08,1,"water_g"
0.486760878070266,0.05192506685853,0.0376929603517056,-0.0220008876954846,0.0518787876946034,0.126029236716602,0.0517861358821392,2.46732357112065e-08,1,"water_g"
0.512397572714611,0.0167956463992596,0.0377060994505882,-0.0573009298076131,0.0167983751903509,0.0907994706965118,0.0168034452944994,2.37583246923466e-08,1,"water_g"
0.538,-0.0136673264205456,0.0377344340085983,-0.087809727030807,-0.0136675631536005,0.0603999256179758,-0.0136673301458359,1.88214652143637e-08,1,"water_g"
0.562225102687242,-0.0396501645445824,0.0378425493836403,-0.113936541360426,-0.0396736897917687,0.0346912736332113,-0.03971828520298,1.31160774481631e-08,1,"water_g"
0.587514669534632,-0.0658925995230675,0.0379524417221546,-0.140360780751713,-0.065927820015705,0.008697564839716,-0.0659933984279633,6.50546037555045e-09,1,"water_g"
0.613075650667678,-0.0911454111337662,0.0378880426287651,-0.165519735046225,-0.0911685153105553,-0.0167124931580567,-0.0912071391940117,1.29852239560402e-09,1,"water_g"
0.63679638610114,-0.11304248124361,0.0377797484397888,-0.187319809462925,-0.113024067889458,-0.0389323522996278,-0.112977467477322,1.58468632047984e-09,1,"water_g"
0.661702761302833,-0.132760092616081,0.0377905629575253,-0.207248495666977,-0.132673614695355,-0.058812474250118,-0.132490426301956,1.19258005040458e-08,1,"water_g"
0.689,-0.14448282122612,0.0379153452813625,-0.219371976662291,-0.144340190888253,-0.0704454382075003,-0.144046664237976,3.53834244567444e-08,1,"water_g"
0.711996882698214,-0.143936023116112,0.0380833260715008,-0.219212867843582,-0.143772915347197,-0.0696260569857702,-0.143440306186676,4.79113951749681e-08,1,"water_g"
0.737599183507489,-0.13083977997303,0.0383236221969128,-0.20654099812562,-0.130694389117726,-0.0560091291840243,-0.130397737026215,2.95157435755821e-08,1,"water_g"
0.763086309541442,-0.105107560753822,0.0383798219263554,-0.180676794861779,-0.105046739772398,-0.0299439578771281,-0.104919411242008,3.62137780943929e-09,1,"water_g"
0.787270002042999,-0.0796053558588028,0.0387352332472801,-0.155695564235512,-0.0796052952106915,-0.00358972595157082,-0.0796026661992073,1.12498852531862e-08,1,"water_g"
0.812905345173789,-0.0524132438004017,0.039397232234478,-0.129594631246007,-0.0524824022377704,0.0250737731516584,-0.0526204369962215,4.67613787988135e-08,1,"water_g"
0.836904859549986,-0.0335584953427315,0.0401535890996456,-0.112091921358253,-0.0336698955800622,0.0455156209892297,-0.0338920168578625,9.61064296992487e-08,1,"water_g"
0.864105586408333,-0.0252752602100372,0.0408326722681522,-0.105111287001544,-0.0253941752790797,0.0551450220713732,-0.0256301257759333,1.2753636622286e-07,1,"water_g"
0.888674979422693,-0.0339628346264362,0.0412635169923306,-0.114732395708648,-0.0340508488640426,0.0472186524170668,-0.0342252179980278,9.1797675953742e-08,1,"water_g"
0.913053709847698,-0.054636936634779,0.0420339405536652,-0.137004095348698,-0.0546958421047671,0.0279795509487989,-0.0548116229474545,3.28213219310413e-08,1,"water_g"
0.939,-0.0945025160908699,0.0436780005693436,-0.180263137094833,-0.094504821633976,-0.00880828618247541,-0.0945062860846519,5.80074862259185e-09,1,"water_g"
0.9624640338067,-0.133817717432976,0.0472079776227474,-0.226576601391983,-0.133795890274864,-0.0412632385361078,-0.133747965097427,5.66109884981317e-08,1,"water_g"
0.997,-0.194389045238495,0.060278907418251,-0.312858318813508,-0.194350349358044,-0.0762379725362653,-0.194266378879547,1.75255419251807e-07,1,"water_g"
7.8291825,-1.82357251644135,0.89443826675415,-3.58799651914737,-1.82098983947812,-0.0747237495364121,-1.81540179252625,6.88136421024338e-06,1,"tmean_1m_g"
8.773209,-1.58724653720856,0.701269149780273,-2.97008027325822,-1.58538983301312,-0.215738392045018,-1.58138275146484,6.41817937577086e-06,1,"tmean_1m_g"
9.46903925,-1.41474235057831,0.57031124830246,-2.53885867976061,-1.4133892179533,-0.299007545099333,-1.41047394275665,5.80066177507195e-06,1,"tmean_1m_g"
10.0345315,-1.27715623378754,0.471903711557388,-2.20686210441631,-1.27618335433664,-0.353607988534961,-1.27408909797668,5.03849087449553e-06,1,"tmean_1m_g"
10.6856615,-1.1237245798111,0.368514537811279,-1.84919985925209,-1.1231453415015,-0.402098308089192,-1.12189662456512,3.78139061681722e-06,1,"tmean_1m_g"
11.283995,-0.990483939647675,0.284489750862122,-1.55002519346296,-0.990209619709927,-0.432992669347296,-0.989611685276031,2.28178393482203e-06,1,"tmean_1m_g"
11.874425,-0.869670629501343,0.213961139321327,-1.289994151652,-0.869629429067158,-0.450004858724057,-0.86952543258667,9.56453578558971e-07,1,"tmean_1m_g"
12.4897575,-0.759563744068146,0.157068938016891,-1.0676373658007,-0.759690997175421,-0.451124286133463,-0.759941041469574,2.00594569518998e-06,1,"tmean_1m_g"
13.1138125,-0.670829772949219,0.122083462774754,-0.909739541752957,-0.671102200152407,-0.430689762437219,-0.671656668186188,1.08081901951488e-05,1,"tmean_1m_g"
13.702135,-0.617984414100647,0.112194903194904,-0.836920132364929,-0.618432690752672,-0.396833376721826,-0.61935967206955,2.33174893500029e-05,1,"tmean_1m_g"
14.33136,-0.607714056968689,0.117655724287033,-0.837008934965018,-0.608283899688139,-0.375485661475163,-0.609472632408142,2.61450197432911e-05,1,"tmean_1m_g"
14.9782225,-0.660214602947235,0.12676103413105,-0.907617677880989,-0.660727026521096,-0.410301421324248,-0.661797106266022,1.74641275888612e-05,1,"tmean_1m_g"
15.56979,-0.76782751083374,0.132330551743507,-1.02682783990675,-0.768138126816583,-0.507450524549746,-0.768781781196594,6.79154064153666e-06,1,"tmean_1m_g"
16.196775,-0.874450445175171,0.133537724614143,-1.13639997936624,-0.874566413660793,-0.612166858950664,-0.874798178672791,2.14185942733723e-06,1,"tmean_1m_g"
16.808365,-0.912504851818085,0.131500542163849,-1.17057990510414,-0.912573244271547,-0.654340091243663,-0.912704348564148,1.46087594083755e-06,1,"tmean_1m_g"
17.406295,-0.869502127170563,0.128813549876213,-1.12206854430111,-0.869645670965443,-0.616435500388925,-0.869933485984802,2.61588541483577e-06,1,"tmean_1m_g"
18.035885,-0.819767594337463,0.125878348946571,-1.06659098416624,-0.819904627192096,-0.572473509097586,-0.820179164409637,2.5302331681e-06,1,"tmean_1m_g"
18.64759,-0.742466926574707,0.123864181339741,-0.985461586963599,-0.742563342563908,-0.499217022953174,-0.742753803730011,1.84793715941477e-06,1,"tmean_1m_g"
19.272785,-0.587236940860748,0.123039498925209,-0.828490779927244,-0.58737436795121,-0.345507508948619,-0.587651133537292,2.64877494911622e-06,1,"tmean_1m_g"
19.8918325,-0.378209382295609,0.12288273870945,-0.618817812142409,-0.378454989082973,-0.136539041422549,-0.378957509994507,6.08904684337057e-06,1,"tmean_1m_g"
20.5155075,-0.229740634560585,0.122260108590126,-0.469311049340107,-0.22992825212958,0.0105785714829574,-0.230309471487999,3.68602698311375e-06,1,"tmean_1m_g"
21.12613,-0.0805374905467033,0.121834963560104,-0.319570752757446,-0.0806277088056784,0.158723307478137,-0.0808047950267792,1.58834880933847e-06,1,"tmean_1m_g"
21.7583,0.18428236246109,0.121568791568279,-0.0540460471233477,0.184131862544738,0.423162649962382,0.183829009532928,2.43594686815589e-06,1,"tmean_1m_g"
22.3802425,0.460279881954193,0.121310718357563,0.22251963245563,0.460109421387009,0.698700408753351,0.459764808416367,2.81006868372614e-06,1,"tmean_1m_g"
22.961245,0.71153849363327,0.121325865387917,0.47374123041704,0.711370338135482,0.949983869541124,0.711030662059784,2.67177084703626e-06,1,"tmean_1m_g"
23.58554,0.974356651306152,0.121590353548527,0.736107064356827,0.974167001959496,1.21337009358978,0.973782420158386,3.16854415258303e-06,1,"tmean_1m_g"
24.229625,1.18020606040955,0.121797308325768,0.941482925013893,1.18003823390638,1.41957510505888,1.17969942092896,2.58869601436798e-06,1,"tmean_1m_g"
24.8432025,1.35035014152527,0.122177667915821,1.11091306392778,1.35017215113991,1.59048814763836,1.34981203079224,2.83607096487437e-06,1,"tmean_1m_g"
25.4774,1.47039866447449,0.122594714164734,1.23009868332068,1.4702353742917,1.71131917376276,1.46990621089935,2.54395425788282e-06,1,"tmean_1m_g"
26.1137025,1.56150186061859,0.122920870780945,1.32053997501059,1.56134633969842,1.8030419735563,1.56103301048279,2.52121008140617e-06,1,"tmean_1m_g"
26.678285,1.61590528488159,0.123309351503849,1.37419472436652,1.61574577961721,1.85821454851077,1.61542403697968,2.75540335214786e-06,1,"tmean_1m_g"
27.27284,1.59822285175323,0.123884849250317,1.35533977244766,1.59807778048857,1.84162598741515,1.59778618812561,2.51357553063378e-06,1,"tmean_1m_g"
27.9228125,1.52766132354736,0.124678291380405,1.28328016034037,1.52749776340947,1.77265999963113,1.52716755867004,3.21987295854442e-06,1,"tmean_1m_g"
28.51755,1.33816289901733,0.125237554311752,1.09255052290141,1.33804314222179,1.58415608216115,1.33780419826508,2.17848703805e-06,1,"tmean_1m_g"
29.09807,1.16523969173431,0.126132115721703,0.917829720815403,1.16513391181239,1.41295310941725,1.16492414474487,1.96534009202809e-06,1,"tmean_1m_g"
29.7164025,1.03180253505707,0.127391546964645,0.782014162684291,1.03166690475153,1.28205272463377,1.03139472007751,2.85404615842197e-06,1,"tmean_1m_g"
30.291025,0.902228355407715,0.129565998911858,0.648205303579147,0.902082372008369,1.15676483162573,0.90178918838501,3.32151402449336e-06,1,"tmean_1m_g"
30.94358,0.718027710914612,0.136385336518288,0.450454934254784,0.717935949175557,0.985810745081389,0.717756688594818,1.91941808014892e-06,1,"tmean_1m_g"
31.55929,0.542087852954865,0.15462101995945,0.238586711179943,0.54203567655772,0.845550828037222,0.54194051027298,1.15273057135935e-06,1,"tmean_1m_g"
32.30827,0.332894116640091,0.202309817075729,-0.0643677290736357,0.332867221712511,0.729876397258434,0.332828849554062,1.19069079782485e-06,1,"tmean_1m_g"
-2.5206275,-0.51962810754776,0.0890854224562645,-0.696220355783786,-0.519117417420061,-0.345859554779158,-0.517953455448151,1.44390372130743e-07,1,"spei1_1m_g"
-2.41707365725772,-0.481111437082291,0.0704503208398819,-0.620563437635132,-0.480749695433219,-0.34369914304544,-0.479942321777344,1.29874621946832e-07,1,"spei1_1m_g"
-2.27777839955314,-0.430375814437866,0.0505193024873734,-0.530202844232492,-0.430159493765384,-0.331803373829131,-0.429691255092621,1.58289050845211e-07,1,"spei1_1m_g"
-2.15023505213114,-0.382396340370178,0.0376144722104073,-0.456656897513117,-0.382256183282997,-0.308964040117382,-0.381958037614822,1.66195498630635e-07,1,"spei1_1m_g"
-2.00699419304789,-0.326326608657837,0.0284699685871601,-0.382535299355929,-0.326225299666452,-0.270716049258504,-0.32600662112236,6.85929901365407e-08,1,"spei1_1m_g"
-1.88203375149555,-0.281565397977829,0.0243055168539286,-0.329584810683511,-0.281475253387417,-0.234069547686944,-0.281274795532227,5.03013005871152e-08,1,"spei1_1m_g"
-1.749069,-0.243521869182587,0.0223000254482031,-0.287825826399706,-0.243350444291169,-0.200169419992753,-0.242976531386375,1.75373696667704e-07,1,"spei1_1m_g"
-1.62027791283232,-0.20420053601265,0.020833583548665,-0.245538411331904,-0.204063294098243,-0.163634739431575,-0.203767254948616,1.70376689660252e-07,1,"spei1_1m_g"
-1.48867780493749,-0.161803305149078,0.0193298552185297,-0.199750012537749,-0.16182209181741,-0.123798808266695,-0.161864399909973,8.29844190400623e-08,1,"spei1_1m_g"
-1.36167878666796,-0.129185169935226,0.0183348879218102,-0.164885370321255,-0.129292727752763,-0.0929368117385109,-0.129521295428276,4.24711716145133e-07,1,"spei1_1m_g"
-1.226786,-0.116993851959705,0.0172893460839987,-0.150780276785442,-0.117055603442056,-0.0829066651780955,-0.117186449468136,1.93684669741505e-07,1,"spei1_1m_g"
-1.09719827434659,-0.114378169178963,0.0165901258587837,-0.146923965311977,-0.114395848997104,-0.0817690933573225,-0.114432767033577,9.77042330443798e-08,1,"spei1_1m_g"
-0.9681117,-0.116966530680656,0.0162423644214869,-0.148973622137206,-0.116933222280843,-0.0851698486990684,-0.116861321032047,4.24275298579893e-08,1,"spei1_1m_g"
-0.8380689,-0.120442308485508,0.0161976478993893,-0.152520526675706,-0.120347878956035,-0.0889029641723064,-0.120146714150906,9.36458419574157e-08,1,"spei1_1m_g"
-0.703171,-0.112339273095131,0.0158348754048347,-0.143684263048032,-0.112252786760491,-0.0814895079200093,-0.112068168818951,7.14768776473356e-08,1,"spei1_1m_g"
-0.573193617715176,-0.0940095782279968,0.0154242999851704,-0.124390179309485,-0.0939838656211876,-0.0637967987855464,-0.0939278528094292,4.50276184496453e-08,1,"spei1_1m_g"
-0.440439911710667,-0.0743664503097534,0.0152320358902216,-0.104209308509993,-0.074396628584046,-0.0443895661912861,-0.0744594931602478,1.60379395384316e-07,1,"spei1_1m_g"
-0.3128662,-0.0638225376605988,0.0151093350723386,-0.0934912482451375,-0.0638299053718094,-0.0341441673839925,-0.0638453811407089,9.16577725141329e-08,1,"spei1_1m_g"
-0.1801578,-0.0547847226262093,0.0150697398930788,-0.0844230686301131,-0.0547754958071587,-0.0252257372876554,-0.0547553598880768,7.07301389776707e-08,1,"spei1_1m_g"
-0.0507407272893785,-0.048082523047924,0.0150814224034548,-0.0778326800718978,-0.0480410006049858,-0.0185856142749692,-0.0479524172842503,3.69829595150506e-08,1,"spei1_1m_g"
0.07951747,-0.0375818163156509,0.01512645278126,-0.0674418179949047,-0.0375327865182573,-0.00801602854650568,-0.0374287292361259,4.77249933819194e-08,1,"spei1_1m_g"
0.211200927592529,-0.0192989893257618,0.0150866685435176,-0.0489057741887937,-0.0193122545681317,0.010349948878305,-0.0193397272378206,9.22582740987073e-08,1,"spei1_1m_g"
0.34180392886008,-0.00339750107377768,0.0152662917971611,-0.0332416036422173,-0.00344970190651246,0.0267012549077985,-0.00355834607034922,3.03204093423924e-07,1,"spei1_1m_g"
0.474623969511548,-0.000916914490517229,0.0155125111341476,-0.0316046250229806,-0.000841154095767053,0.0293333346448111,-0.000679604825563729,5.93268853729575e-08,1,"spei1_1m_g"
0.607558606227519,0.0176063664257526,0.0156543590128422,-0.0133887137031311,0.0176951491227446,0.0480945436399386,0.0178849752992392,6.24805828215448e-08,1,"spei1_1m_g"
0.736131116081912,0.0490136779844761,0.0157056152820587,0.017978902037387,0.0490779801889727,0.0796721936648048,0.0492154434323311,3.04802858782049e-08,1,"spei1_1m_g"
0.866164548778166,0.0883143097162247,0.0160372387617826,0.0567079489562916,0.0883472093987741,0.119710000353343,0.0884161293506622,3.57055634862938e-08,1,"spei1_1m_g"
0.99757155,0.136757180094719,0.0166239347308874,0.104337324701384,0.136677935335151,0.169578304229141,0.13651242852211,3.20379452054776e-07,1,"spei1_1m_g"
1.127734,0.167424663901329,0.017177751287818,0.133843840861088,0.16736877982656,0.201275248026998,0.167250514030457,1.27751202623185e-07,1,"spei1_1m_g"
1.257551,0.193650290369987,0.0180496796965599,0.158356659689251,0.193592813211519,0.229220131716904,0.193471267819405,1.94711858822789e-07,1,"spei1_1m_g"
1.384457,0.208367854356766,0.0191999133676291,0.170580029804499,0.208385982798908,0.246019676566464,0.208425432443619,6.46569874872179e-08,1,"spei1_1m_g"
1.52655492653819,0.21880766749382,0.020621906965971,0.177791530811244,0.21899358122335,0.258799027496989,0.219399854540825,1.76081369494157e-07,1,"spei1_1m_g"
1.652847,0.236852794885635,0.0214190408587456,0.194120898167384,0.237102284974588,0.278223604124945,0.237649351358414,3.31738669705163e-07,1,"spei1_1m_g"
1.78274737299548,0.268606930971146,0.0219985265284777,0.224838591724142,0.2688028422038,0.311293131281539,0.269228667020798,1.81938710127699e-07,1,"spei1_1m_g"
1.90823168488152,0.309161394834518,0.0238080210983753,0.262342055361981,0.309170102009547,0.355887235375362,0.309190839529037,5.60372073319699e-08,1,"spei1_1m_g"
2.0362295,0.354035317897797,0.0295614171773195,0.296300294207953,0.353923660302609,0.41232606743642,0.353692889213562,9.71469768407959e-08,1,"spei1_1m_g"
2.171846,0.402578055858612,0.0419305078685284,0.320965011989615,0.402330219090924,0.485462187805866,0.401807010173798,1.20658323020547e-07,1,"spei1_1m_g"
2.291769,0.443371117115021,0.0585780031979084,0.329786292275674,0.442856908135623,0.559684574949245,0.44173875451088,1.04118123874544e-07,1,"spei1_1m_g"
2.458006,0.499639958143234,0.0894610732793808,0.326678207463853,0.498583503303853,0.678250849407654,0.496203809976578,1.39258058440956e-07,1,"spei1_1m_g"
2.58765585566026,0.543308436870575,0.118186615407467,0.31484909021814,0.541783700013994,0.779836982333722,0.538282036781311,1.84785418198006e-07,1,"spei1_1m_g"
-2.7796665,0.511935114860535,0.110989563167095,0.292243217779297,0.51226430800074,0.729616365149483,0.512982606887817,1.94241165123968e-07,1,"spei6_5m_g"
-2.6501186419918,0.46876323223114,0.0818379819393158,0.30733988471522,0.468884867974452,0.62935187008611,0.469151020050049,1.02733941252859e-07,1,"spei6_5m_g"
-2.52164,0.425317734479904,0.0585679672658443,0.310179266727779,0.425317864377673,0.54033598844832,0.425322562456131,3.53705230368896e-08,1,"spei6_5m_g"
-2.377739,0.375549703836441,0.040144219994545,0.296839135720181,0.37549642204882,0.454475482044066,0.375388741493225,3.47881213670707e-08,1,"spei6_5m_g"
-2.241505,0.325038492679596,0.0303411092609167,0.265640846266378,0.324962729908858,0.384790563035472,0.32480651140213,9.90656891302965e-08,1,"spei6_5m_g"
-2.10222786420954,0.275037676095963,0.0260363053530455,0.224336854066777,0.274869041280468,0.326602232756966,0.274510264396667,2.81714921774402e-07,1,"spei6_5m_g"
-1.95548981751188,0.224054619669914,0.0242408588528633,0.177240814422188,0.223774022856743,0.272399938112477,0.223162993788719,8.15870438184162e-07,1,"spei6_5m_g"
-1.81552315531785,0.168411985039711,0.0228203944861889,0.124247010006862,0.168182853089457,0.213815368283059,0.1676886677742,8.98068720849206e-07,1,"spei6_5m_g"
-1.672173,0.107836842536926,0.0212083999067545,0.0664522733489722,0.107735408168726,0.14973376938754,0.107525154948235,5.67319946478311e-07,1,"spei6_5m_g"
-1.53285044855361,0.0525719597935677,0.0201412159949541,0.0128106219850886,0.0526381391629956,0.091939362851342,0.0527809672057629,9.3979462221182e-08,1,"spei6_5m_g"
-1.38873844299109,0.0220015347003937,0.0191564355045557,-0.0158186214285076,0.022067654222698,0.0594314324478335,0.0222112033516169,1.53246894792056e-07,1,"spei6_5m_g"
