"provinceid","province","areaid","district","year","month","date","cases","year_useable_from","year_month","population_census","urbanpop_census","ruralpop_census","popdens_census","pop_propurban_census","incidence"
80038,"Dak Lak","70446","Krong Nang",2006,8,2006-12-16,0,2000,"2006_8",112018.962164987,11288.6568335174,100730.305331469,181.379882167931,0.100774517236563,0
80038,"Dak Lak","70446","Krong Nang",2006,9,2007-01-16,0,2000,"2006_9",112018.962164987,11288.6568335174,100730.305331469,181.379882167931,0.100774517236563,0
80038,"Dak Lak","70446","Krong Nang",2006,10,2007-02-16,0,2000,"2006_10",112018.962164987,11288.6568335174,100730.305331469,181.379882167931,0.100774517236563,0
80038,"Dak Lak","70446","Krong Nang",2006,11,2007-03-16,0,2000,"2006_11",112018.962164987,11288.6568335174,100730.305331469,181.379882167931,0.100774517236563,0
80038,"Dak Lak","70446","Krong Nang",2006,12,2007-04-16,0,2000,"2006_12",112018.962164987,11288.6568335174,100730.305331469,181.379882167931,0.100774517236563,0
80038,"Dak Lak","70446","Krong Nang",2007,1,2007-05-16,0,2000,"2007_1",114086.974776658,11499.9972846953,102586.977491963,184.728385640712,0.10080026494881,0
80038,"Dak Lak","70446","Krong Nang",2007,2,2007-06-16,0,2000,"2007_2",114086.974776658,11499.9972846953,102586.977491963,184.728385640712,0.10080026494881,0
80038,"Dak Lak","70446","Krong Nang",2007,3,2007-07-16,0,2000,"2007_3",114086.974776658,11499.9972846953,102586.977491963,184.728385640712,0.10080026494881,0
80038,"Dak Lak","70446","Krong Nang",2007,4,2007-08-16,0,2000,"2007_4",114086.974776658,11499.9972846953,102586.977491963,184.728385640712,0.10080026494881,0
80038,"Dak Lak","70446","Krong Nang",2007,5,2007-09-16,0,2000,"2007_5",114086.974776658,11499.9972846953,102586.977491963,184.728385640712,0.10080026494881,0
80038,"Dak Lak","70446","Krong Nang",2007,6,2007-10-16,4,2000,"2007_6",114086.974776658,11499.9972846953,102586.977491963,184.728385640712,0.10080026494881,3.50609699996918
80038,"Dak Lak","70446","Krong Nang",2007,7,2007-11-16,0,2000,"2007_7",114086.974776658,11499.9972846953,102586.977491963,184.728385640712,0.10080026494881,0
80038,"Dak Lak","70446","Krong Nang",2007,8,2007-12-16,0,2000,"2007_8",114086.974776658,11499.9972846953,102586.977491963,184.728385640712,0.10080026494881,0
80038,"Dak Lak","70446","Krong Nang",2007,9,2008-01-16,1,2000,"2007_9",114086.974776658,11499.9972846953,102586.977491963,184.728385640712,0.10080026494881,0.876524249992295
80038,"Dak Lak","70446","Krong Nang",2007,10,2008-02-16,0,2000,"2007_10",114086.974776658,11499.9972846953,102586.977491963,184.728385640712,0.10080026494881,0
80038,"Dak Lak","70446","Krong Nang",2007,11,2008-03-16,0,2000,"2007_11",114086.974776658,11499.9972846953,102586.977491963,184.728385640712,0.10080026494881,0
80038,"Dak Lak","70446","Krong Nang",2007,12,2008-04-16,0,2000,"2007_12",114086.974776658,11499.9972846953,102586.977491963,184.728385640712,0.10080026494881,0
80038,"Dak Lak","70446","Krong Nang",2008,1,2008-05-16,0,2000,"2008_1",116154.987388329,11711.4449931855,104443.542395143,188.076889113492,0.100826019239551,0
80038,"Dak Lak","70446","Krong Nang",2008,2,2008-06-16,0,2000,"2008_2",116154.987388329,11711.4449931855,104443.542395143,188.076889113492,0.100826019239551,0
80038,"Dak Lak","70446","Krong Nang",2008,3,2008-07-16,0,2000,"2008_3",116154.987388329,11711.4449931855,104443.542395143,188.076889113492,0.100826019239551,0
80038,"Dak Lak","70446","Krong Nang",2008,4,2008-08-16,0,2000,"2008_4",116154.987388329,11711.4449931855,104443.542395143,188.076889113492,0.100826019239551,0
80038,"Dak Lak","70446","Krong Nang",2008,5,2008-09-16,1,2000,"2008_5",116154.987388329,11711.4449931855,104443.542395143,188.076889113492,0.100826019239551,0.860918693621655
80038,"Dak Lak","70446","Krong Nang",2008,6,2008-10-16,0,2000,"2008_6",116154.987388329,11711.4449931855,104443.542395143,188.076889113492,0.100826019239551,0
80038,"Dak Lak","70446","Krong Nang",2008,7,2008-11-16,0,2000,"2008_7",116154.987388329,11711.4449931855,104443.542395143,188.076889113492,0.100826019239551,0
80038,"Dak Lak","70446","Krong Nang",2008,8,2008-12-16,1,2000,"2008_8",116154.987388329,11711.4449931855,104443.542395143,188.076889113492,0.100826019239551,0.860918693621655
80038,"Dak Lak","70446","Krong Nang",2008,9,2009-01-16,0,2000,"2008_9",116154.987388329,11711.4449931855,104443.542395143,188.076889113492,0.100826019239551,0
80038,"Dak Lak","70446","Krong Nang",2008,10,2009-02-16,0,2000,"2008_10",116154.987388329,11711.4449931855,104443.542395143,188.076889113492,0.100826019239551,0
80038,"Dak Lak","70446","Krong Nang",2008,11,2009-03-16,0,2000,"2008_11",116154.987388329,11711.4449931855,104443.542395143,188.076889113492,0.100826019239551,0
80038,"Dak Lak","70446","Krong Nang",2008,12,2009-04-16,0,2000,"2008_12",116154.987388329,11711.4449931855,104443.542395143,188.076889113492,0.100826019239551,0
80038,"Dak Lak","70446","Krong Nang",2009,1,2009-05-16,0,2000,"2009_1",118223,11923,106300,191.425392586272,0.100851780110469,0
80038,"Dak Lak","70446","Krong Nang",2009,2,2009-06-16,1,2000,"2009_2",118223,11923,106300,191.425392586272,0.100851780110469,0.845859096791656
80038,"Dak Lak","70446","Krong Nang",2009,3,2009-07-16,0,2000,"2009_3",118223,11923,106300,191.425392586272,0.100851780110469,0
80038,"Dak Lak","70446","Krong Nang",2009,4,2009-08-16,1,2000,"2009_4",118223,11923,106300,191.425392586272,0.100851780110469,0.845859096791656
80038,"Dak Lak","70446","Krong Nang",2009,5,2009-09-16,0,2000,"2009_5",118223,11923,106300,191.425392586272,0.100851780110469,0
80038,"Dak Lak","70446","Krong Nang",2009,6,2009-10-16,0,2000,"2009_6",118223,11923,106300,191.425392586272,0.100851780110469,0
80038,"Dak Lak","70446","Krong Nang",2009,7,2009-11-16,1,2000,"2009_7",118223,11923,106300,191.425392586272,0.100851780110469,0.845859096791656
80038,"Dak Lak","70446","Krong Nang",2009,8,2009-12-16,0,2000,"2009_8",118223,11923,106300,191.425392586272,0.100851780110469,0
80038,"Dak Lak","70446","Krong Nang",2009,9,2010-01-16,0,2000,"2009_9",118223,11923,106300,191.425392586272,0.100851780110469,0
80038,"Dak Lak","70446","Krong Nang",2009,10,2010-02-16,0,2000,"2009_10",118223,11923,106300,191.425392586272,0.100851780110469,0
80038,"Dak Lak","70446","Krong Nang",2009,11,2010-03-16,0,2000,"2009_11",118223,11923,106300,191.425392586272,0.100851780110469,0
80038,"Dak Lak","70446","Krong Nang",2009,12,2010-04-16,0,2000,"2009_12",118223,11923,106300,191.425392586272,0.100851780110469,0
80038,"Dak Lak","70446","Krong Nang",2010,1,2010-05-16,1,2000,"2010_1",119037,12008,107029,192.743412511035,0.100876198156876,0.840074934684174
80038,"Dak Lak","70446","Krong Nang",2010,2,2010-06-16,2,2000,"2010_2",119037,12008,107029,192.743412511035,0.100876198156876,1.68014986936835
80038,"Dak Lak","70446","Krong Nang",2010,3,2010-07-16,7,2000,"2010_3",119037,12008,107029,192.743412511035,0.100876198156876,5.88052454278922
80038,"Dak Lak","70446","Krong Nang",2010,4,2010-08-16,23,2000,"2010_4",119037,12008,107029,192.743412511035,0.100876198156876,19.321723497736
80038,"Dak Lak","70446","Krong Nang",2010,5,2010-09-16,NA,2000,"2010_5",119037,12008,107029,192.743412511035,0.100876198156876,NA
80038,"Dak Lak","70446","Krong Nang",2010,6,2010-10-16,10,2000,"2010_6",119037,12008,107029,192.743412511035,0.100876198156876,8.40074934684174
80038,"Dak Lak","70446","Krong Nang",2010,7,2010-11-16,5,2000,"2010_7",119037,12008,107029,192.743412511035,0.100876198156876,4.20037467342087
80038,"Dak Lak","70446","Krong Nang",2010,8,2010-12-16,NA,2000,"2010_8",119037,12008,107029,192.743412511035,0.100876198156876,NA
80038,"Dak Lak","70446","Krong Nang",2010,9,2011-01-16,0,2000,"2010_9",119037,12008,107029,192.743412511035,0.100876198156876,0
80038,"Dak Lak","70446","Krong Nang",2010,10,2011-02-16,0,2000,"2010_10",119037,12008,107029,192.743412511035,0.100876198156876,0
80038,"Dak Lak","70446","Krong Nang",2010,11,2011-03-16,0,2000,"2010_11",119037,12008,107029,192.743412511035,0.100876198156876,0
80038,"Dak Lak","70446","Krong Nang",2010,12,2011-04-16,0,2000,"2010_12",119037,12008,107029,192.743412511035,0.100876198156876,0
80038,"Dak Lak","70446","Krong Nang",2011,1,2011-05-16,0,2000,"2011_1",119852,12093,107758,194.063051624894,0.10089944264593,0
80038,"Dak Lak","70446","Krong Nang",2011,2,2011-06-16,1,2000,"2011_2",119852,12093,107758,194.063051624894,0.10089944264593,0.834362380268998
80038,"Dak Lak","70446","Krong Nang",2011,3,2011-07-16,0,2000,"2011_3",119852,12093,107758,194.063051624894,0.10089944264593,0
80038,"Dak Lak","70446","Krong Nang",2011,4,2011-08-16,1,2000,"2011_4",119852,12093,107758,194.063051624894,0.10089944264593,0.834362380268998
80038,"Dak Lak","70446","Krong Nang",2011,5,2011-09-16,0,2000,"2011_5",119852,12093,107758,194.063051624894,0.10089944264593,0
80038,"Dak Lak","70446","Krong Nang",2011,6,2011-10-16,0,2000,"2011_6",119852,12093,107758,194.063051624894,0.10089944264593,0
80038,"Dak Lak","70446","Krong Nang",2011,7,2011-11-16,0,2000,"2011_7",119852,12093,107758,194.063051624894,0.10089944264593,0
80038,"Dak Lak","70446","Krong Nang",2011,8,2011-12-16,1,2000,"2011_8",119852,12093,107758,194.063051624894,0.10089944264593,0.834362380268998
80038,"Dak Lak","70446","Krong Nang",2011,9,2012-01-16,0,2000,"2011_9",119852,12093,107758,194.063051624894,0.10089944264593,0
80038,"Dak Lak","70446","Krong Nang",2011,10,2012-02-16,0,2000,"2011_10",119852,12093,107758,194.063051624894,0.10089944264593,0
80038,"Dak Lak","70446","Krong Nang",2011,11,2012-03-16,0,2000,"2011_11",119852,12093,107758,194.063051624894,0.10089944264593,0
80038,"Dak Lak","70446","Krong Nang",2011,12,2012-04-16,0,2000,"2011_12",119852,12093,107758,194.063051624894,0.10089944264593,0
80038,"Dak Lak","70446","Krong Nang",2012,1,2012-05-16,0,2000,"2012_1",120666,12179,108487,195.381071549657,0.100931496859099,0
80038,"Dak Lak","70446","Krong Nang",2012,2,2012-06-16,3,2000,"2012_2",120666,12179,108487,195.381071549657,0.100931496859099,2.48620158122421
80038,"Dak Lak","70446","Krong Nang",2012,3,2012-07-16,3,2000,"2012_3",120666,12179,108487,195.381071549657,0.100931496859099,2.48620158122421
80038,"Dak Lak","70446","Krong Nang",2012,4,2012-08-16,0,2000,"2012_4",120666,12179,108487,195.381071549657,0.100931496859099,0
80038,"Dak Lak","70446","Krong Nang",2012,5,2012-09-16,5,2000,"2012_5",120666,12179,108487,195.381071549657,0.100931496859099,4.14366930204034
80038,"Dak Lak","70446","Krong Nang",2012,6,2012-10-16,2,2000,"2012_6",120666,12179,108487,195.381071549657,0.100931496859099,1.65746772081614
80038,"Dak Lak","70446","Krong Nang",2012,7,2012-11-16,1,2000,"2012_7",120666,12179,108487,195.381071549657,0.100931496859099,0.828733860408069
80038,"Dak Lak","70446","Krong Nang",2012,8,2012-12-16,2,2000,"2012_8",120666,12179,108487,195.381071549657,0.100931496859099,1.65746772081614
80038,"Dak Lak","70446","Krong Nang",2012,9,2013-01-16,2,2000,"2012_9",120666,12179,108487,195.381071549657,0.100931496859099,1.65746772081614
80038,"Dak Lak","70446","Krong Nang",2012,10,2013-02-16,0,2000,"2012_10",120666,12179,108487,195.381071549657,0.100931496859099,0
80038,"Dak Lak","70446","Krong Nang",2012,11,2013-03-16,0,2000,"2012_11",120666,12179,108487,195.381071549657,0.100931496859099,0
80038,"Dak Lak","70446","Krong Nang",2012,12,2013-04-16,0,2000,"2012_12",120666,12179,108487,195.381071549657,0.100931496859099,0
80038,"Dak Lak","70446","Krong Nang",2013,1,2013-05-16,0,2000,"2013_1",121480,12264,109216,196.699091474419,0.100954889693777,0
80038,"Dak Lak","70446","Krong Nang",2013,2,2013-06-16,10,2000,"2013_2",121480,12264,109216,196.699091474419,0.100954889693777,8.23180770497201
80038,"Dak Lak","70446","Krong Nang",2013,3,2013-07-16,8,2000,"2013_3",121480,12264,109216,196.699091474419,0.100954889693777,6.58544616397761
80038,"Dak Lak","70446","Krong Nang",2013,4,2013-08-16,10,2000,"2013_4",121480,12264,109216,196.699091474419,0.100954889693777,8.23180770497201
80038,"Dak Lak","70446","Krong Nang",2013,5,2013-09-16,7,2000,"2013_5",121480,12264,109216,196.699091474419,0.100954889693777,5.76226539348041
80038,"Dak Lak","70446","Krong Nang",2013,6,2013-10-16,5,2000,"2013_6",121480,12264,109216,196.699091474419,0.100954889693777,4.11590385248601
80038,"Dak Lak","70446","Krong Nang",2013,7,2013-11-16,5,2000,"2013_7",121480,12264,109216,196.699091474419,0.100954889693777,4.11590385248601
80038,"Dak Lak","70446","Krong Nang",2013,8,2013-12-16,2,2000,"2013_8",121480,12264,109216,196.699091474419,0.100954889693777,1.6463615409944
80038,"Dak Lak","70446","Krong Nang",2013,9,2014-01-16,0,2000,"2013_9",121480,12264,109216,196.699091474419,0.100954889693777,0
80038,"Dak Lak","70446","Krong Nang",2013,10,2014-02-16,0,2000,"2013_10",121480,12264,109216,196.699091474419,0.100954889693777,0
80038,"Dak Lak","70446","Krong Nang",2013,11,2014-03-16,0,2000,"2013_11",121480,12264,109216,196.699091474419,0.100954889693777,0
80038,"Dak Lak","70446","Krong Nang",2013,12,2014-04-16,0,2000,"2013_12",121480,12264,109216,196.699091474419,0.100954889693777,0
80038,"Dak Lak","70446","Krong Nang",2014,1,2014-05-16,0,2000,"2014_1",122295,12349,109946,198.018730588279,0.100977145427041,0
80038,"Dak Lak","70446","Krong Nang",2014,2,2014-06-16,0,2000,"2014_2",122295,12349,109946,198.018730588279,0.100977145427041,0
80038,"Dak Lak","70446","Krong Nang",2014,3,2014-07-16,0,2000,"2014_3",122295,12349,109946,198.018730588279,0.100977145427041,0
80038,"Dak Lak","70446","Krong Nang",2014,4,2014-08-16,0,2000,"2014_4",122295,12349,109946,198.018730588279,0.100977145427041,0
80038,"Dak Lak","70446","Krong Nang",2014,5,2014-09-16,0,2000,"2014_5",122295,12349,109946,198.018730588279,0.100977145427041,0
80038,"Dak Lak","70446","Krong Nang",2014,6,2014-10-16,0,2000,"2014_6",122295,12349,109946,198.018730588279,0.100977145427041,0
80038,"Dak Lak","70446","Krong Nang",2014,7,2014-11-16,1,2000,"2014_7",122295,12349,109946,198.018730588279,0.100977145427041,0.817694918026084
80038,"Dak Lak","70446","Krong Nang",2014,8,2014-12-16,0,2000,"2014_8",122295,12349,109946,198.018730588279,0.100977145427041,0
80038,"Dak Lak","70446","Krong Nang",2014,9,2015-01-16,0,2000,"2014_9",122295,12349,109946,198.018730588279,0.100977145427041,0
80038,"Dak Lak","70446","Krong Nang",2014,10,2015-02-16,0,2000,"2014_10",122295,12349,109946,198.018730588279,0.100977145427041,0
80038,"Dak Lak","70446","Krong Nang",2014,11,2015-03-16,0,2000,"2014_11",122295,12349,109946,198.018730588279,0.100977145427041,0
80038,"Dak Lak","70446","Krong Nang",2014,12,2015-04-16,1,2000,"2014_12",122295,12349,109946,198.018730588279,0.100977145427041,0.817694918026084
80038,"Dak Lak","70446","Krong Nang",2015,1,2015-05-16,0,2000,"2015_1",123109,12434,110675,199.336750513042,0.100999926894053,0
80038,"Dak Lak","70446","Krong Nang",2015,2,2015-06-16,0,2000,"2015_2",123109,12434,110675,199.336750513042,0.100999926894053,0
80038,"Dak Lak","70446","Krong Nang",2015,3,2015-07-16,0,2000,"2015_3",123109,12434,110675,199.336750513042,0.100999926894053,0
80038,"Dak Lak","70446","Krong Nang",2015,4,2015-08-16,3,2000,"2015_4",123109,12434,110675,199.336750513042,0.100999926894053,2.4368648920875
80038,"Dak Lak","70446","Krong Nang",2015,5,2015-09-16,21,2000,"2015_5",123109,12434,110675,199.336750513042,0.100999926894053,17.0580542446125
80038,"Dak Lak","70446","Krong Nang",2015,6,2015-10-16,23,2000,"2015_6",123109,12434,110675,199.336750513042,0.100999926894053,18.6826308393375
80038,"Dak Lak","70446","Krong Nang",2015,7,2015-11-16,18,2000,"2015_7",123109,12434,110675,199.336750513042,0.100999926894053,14.621189352525
80038,"Dak Lak","70446","Krong Nang",2015,8,2015-12-16,2,2000,"2015_8",123109,12434,110675,199.336750513042,0.100999926894053,1.624576594725
80038,"Dak Lak","70446","Krong Nang",2015,9,2016-01-16,1,2000,"2015_9",123109,12434,110675,199.336750513042,0.100999926894053,0.8122882973625
80038,"Dak Lak","70446","Krong Nang",2015,10,2016-02-16,2,2000,"2015_10",123109,12434,110675,199.336750513042,0.100999926894053,1.624576594725
80038,"Dak Lak","70446","Krong Nang",2015,11,2016-03-16,1,2000,"2015_11",123109,12434,110675,199.336750513042,0.100999926894053,0.8122882973625
80038,"Dak Lak","70446","Krong Nang",2015,12,2016-04-16,1,2000,"2015_12",123109,12434,110675,199.336750513042,0.100999926894053,0.8122882973625
80038,"Dak Lak","70446","Krong Nang",2016,1,2016-05-16,2,2000,"2016_1",123923,12519,111404,200.654770437804,0.101022409076604,1.61390540900398
80038,"Dak Lak","70446","Krong Nang",2016,2,2016-06-16,8,2000,"2016_2",123923,12519,111404,200.654770437804,0.101022409076604,6.45562163601591
80038,"Dak Lak","70446","Krong Nang",2016,3,2016-07-16,57,2000,"2016_3",123923,12519,111404,200.654770437804,0.101022409076604,45.9963041566134
80038,"Dak Lak","70446","Krong Nang",2016,4,2016-08-16,210,2000,"2016_4",123923,12519,111404,200.654770437804,0.101022409076604,169.460067945418
80038,"Dak Lak","70446","Krong Nang",2016,5,2016-09-16,177,2000,"2016_5",123923,12519,111404,200.654770437804,0.101022409076604,142.830628696852
80038,"Dak Lak","70446","Krong Nang",2016,6,2016-10-16,114,2000,"2016_6",123923,12519,111404,200.654770437804,0.101022409076604,91.9926083132268
80038,"Dak Lak","70446","Krong Nang",2016,7,2016-11-16,56,2000,"2016_7",123923,12519,111404,200.654770437804,0.101022409076604,45.1893514521114
80038,"Dak Lak","70446","Krong Nang",2016,8,2016-12-16,16,2000,"2016_8",123923,12519,111404,200.654770437804,0.101022409076604,12.9112432720318
80038,"Dak Lak","70446","Krong Nang",2016,9,2017-01-16,5,2000,"2016_9",123923,12519,111404,200.654770437804,0.101022409076604,4.03476352250995
80038,"Dak Lak","70446","Krong Nang",2016,10,2017-02-16,0,2000,"2016_10",123923,12519,111404,200.654770437804,0.101022409076604,0
80038,"Dak Lak","70446","Krong Nang",2016,11,2017-03-16,4,2000,"2016_11",123923,12519,111404,200.654770437804,0.101022409076604,3.22781081800796
80038,"Dak Lak","70446","Krong Nang",2016,12,2017-04-16,3,2000,"2016_12",123923,12519,111404,200.654770437804,0.101022409076604,2.42085811350597
80038,"Dak Lak","70446","Krong Nang",2017,1,2017-05-16,0,2000,"2017_1",124737,12605,112133,201.972790362567,0.101052614701332,0
80038,"Dak Lak","70446","Krong Nang",2017,2,2017-06-16,3,2000,"2017_2",124737,12605,112133,201.972790362567,0.101052614701332,2.40506024675918
80038,"Dak Lak","70446","Krong Nang",2017,3,2017-07-16,10,2000,"2017_3",124737,12605,112133,201.972790362567,0.101052614701332,8.01686748919727
80038,"Dak Lak","70446","Krong Nang",2017,4,2017-08-16,19,2000,"2017_4",124737,12605,112133,201.972790362567,0.101052614701332,15.2320482294748
80038,"Dak Lak","70446","Krong Nang",2017,5,2017-09-16,17,2000,"2017_5",124737,12605,112133,201.972790362567,0.101052614701332,13.6286747316354
80038,"Dak Lak","70446","Krong Nang",2017,6,2017-10-16,11,2000,"2017_6",124737,12605,112133,201.972790362567,0.101052614701332,8.818554238117
80038,"Dak Lak","70446","Krong Nang",2017,7,2017-11-16,15,2000,"2017_7",124737,12605,112133,201.972790362567,0.101052614701332,12.0253012337959
80038,"Dak Lak","70446","Krong Nang",2017,8,2017-12-16,9,2000,"2017_8",124737,12605,112133,201.972790362567,0.101052614701332,7.21518074027754
80038,"Dak Lak","70446","Krong Nang",2017,9,2018-01-16,2,2000,"2017_9",124737,12605,112133,201.972790362567,0.101052614701332,1.60337349783945
80038,"Dak Lak","70446","Krong Nang",2017,10,2018-02-16,1,2000,"2017_10",124737,12605,112133,201.972790362567,0.101052614701332,0.801686748919727
80038,"Dak Lak","70446","Krong Nang",2017,11,2018-03-16,0,2000,"2017_11",124737,12605,112133,201.972790362567,0.101052614701332,0
80038,"Dak Lak","70446","Krong Nang",2017,12,2018-04-16,2,2000,"2017_12",124737,12605,112133,201.972790362567,0.101052614701332,1.60337349783945
80038,"Dak Lak","70446","Krong Nang",2018,1,2018-05-16,2,2000,"2018_1",125552,12690,112862,203.292429476427,0.101073658723079,1.59296546450873
80038,"Dak Lak","70446","Krong Nang",2018,2,2018-06-16,0,2000,"2018_2",125552,12690,112862,203.292429476427,0.101073658723079,0
80038,"Dak Lak","70446","Krong Nang",2018,3,2018-07-16,5,2000,"2018_3",125552,12690,112862,203.292429476427,0.101073658723079,3.98241366127182
80038,"Dak Lak","70446","Krong Nang",2018,4,2018-08-16,10,2000,"2018_4",125552,12690,112862,203.292429476427,0.101073658723079,7.96482732254365
80038,"Dak Lak","70446","Krong Nang",2018,5,2018-09-16,10,2000,"2018_5",125552,12690,112862,203.292429476427,0.101073658723079,7.96482732254365
80038,"Dak Lak","70446","Krong Nang",2018,6,2018-10-16,23,2000,"2018_6",125552,12690,112862,203.292429476427,0.101073658723079,18.3191028418504
80038,"Dak Lak","70446","Krong Nang",2018,7,2018-11-16,15,2000,"2018_7",125552,12690,112862,203.292429476427,0.101073658723079,11.9472409838155
80038,"Dak Lak","70446","Krong Nang",2018,8,2018-12-16,5,2000,"2018_8",125552,12690,112862,203.292429476427,0.101073658723079,3.98241366127182
80038,"Dak Lak","70446","Krong Nang",2018,9,2019-01-16,0,2000,"2018_9",125552,12690,112862,203.292429476427,0.101073658723079,0
80038,"Dak Lak","70446","Krong Nang",2018,10,2019-02-16,1,2000,"2018_10",125552,12690,112862,203.292429476427,0.101073658723079,0.796482732254365
80038,"Dak Lak","70446","Krong Nang",2018,11,2019-03-16,7,2000,"2018_11",125552,12690,112862,203.292429476427,0.101073658723079,5.57537912578055
80038,"Dak Lak","70446","Krong Nang",2018,12,2019-04-16,7,2000,"2018_12",125552,12690,112862,203.292429476427,0.101073658723079,5.57537912578055
80038,"Dak Lak","70446","Krong Nang",2019,1,2019-05-16,52,2000,"2019_1",126366,12775,113591,204.610449401189,0.10109523131222,41.1503094186727
80038,"Dak Lak","70446","Krong Nang",2019,2,2019-06-16,263,2000,"2019_2",126366,12775,113591,204.610449401189,0.10109523131222,208.125603405979
80038,"Dak Lak","70446","Krong Nang",2019,3,2019-07-16,601,2000,"2019_3",126366,12775,113591,204.610449401189,0.10109523131222,475.602614627352
80038,"Dak Lak","70446","Krong Nang",2019,4,2019-08-16,463,2000,"2019_4",126366,12775,113591,204.610449401189,0.10109523131222,366.396024247028
80038,"Dak Lak","70446","Krong Nang",2019,5,2019-09-16,272,2000,"2019_5",126366,12775,113591,204.610449401189,0.10109523131222,215.247772343827
80038,"Dak Lak","70446","Krong Nang",2019,6,2019-10-16,222,2000,"2019_6",126366,12775,113591,204.610449401189,0.10109523131222,175.680167133564
80038,"Dak Lak","70446","Krong Nang",2019,7,2019-11-16,97,2000,"2019_7",126366,12775,113591,204.610449401189,0.10109523131222,76.7611541079088
80038,"Dak Lak","70446","Krong Nang",2019,8,2019-12-16,25,2000,"2019_8",126366,12775,113591,204.610449401189,0.10109523131222,19.7838026051311
80038,"Dak Lak","70446","Krong Nang",2019,9,2020-01-16,5,2000,"2019_9",126366,12775,113591,204.610449401189,0.10109523131222,3.95676052102623
80038,"Dak Lak","70446","Krong Nang",2019,10,2020-02-16,3,2000,"2019_10",126366,12775,113591,204.610449401189,0.10109523131222,2.37405631261574
80038,"Dak Lak","70446","Krong Nang",2019,11,2020-03-16,2,2000,"2019_11",126366,12775,113591,204.610449401189,0.10109523131222,1.58270420841049
80038,"Dak Lak","70446","Krong Nang",2019,12,2020-04-16,0,2000,"2019_12",126366,12775,113591,204.610449401189,0.10109523131222,0
80038,"Dak Lak","70446","Krong Nang",2020,1,2020-05-16,3,2000,"2020_1",127196,12862,114334,205.9543763515,0.101119532060757,2.35856473474009
80038,"Dak Lak","70446","Krong Nang",2020,2,2020-06-16,2,2000,"2020_2",127196,12862,114334,205.9543763515,0.101119532060757,1.57237648982672
80038,"Dak Lak","70446","Krong Nang",2020,3,2020-07-16,5,2000,"2020_3",127196,12862,114334,205.9543763515,0.101119532060757,3.93094122456681
80038,"Dak Lak","70446","Krong Nang",2020,4,2020-08-16,13,2000,"2020_4",127196,12862,114334,205.9543763515,0.101119532060757,10.2204471838737
80038,"Dak Lak","70446","Krong Nang",2020,5,2020-09-16,30,2000,"2020_5",127196,12862,114334,205.9543763515,0.101119532060757,23.5856473474009
80038,"Dak Lak","70446","Krong Nang",2020,6,2020-10-16,36,2000,"2020_6",127196,12862,114334,205.9543763515,0.101119532060757,28.302776816881
80038,"Dak Lak","70446","Krong Nang",2020,7,2020-11-16,24,2000,"2020_7",127196,12862,114334,205.9543763515,0.101119532060757,18.8685178779207
80038,"Dak Lak","70446","Krong Nang",2020,8,2020-12-16,10,2000,"2020_8",127196,12862,114334,205.9543763515,0.101119532060757,7.86188244913362
80038,"Dak Lak","70446","Krong Nang",2020,9,2021-01-16,4,2000,"2020_9",127196,12862,114334,205.9543763515,0.101119532060757,3.14475297965345
80038,"Dak Lak","70446","Krong Nang",2020,10,2021-02-16,0,2000,"2020_10",127196,12862,114334,205.9543763515,0.101119532060757,0
80038,"Dak Lak","70446","Krong Nang",2020,11,2021-03-16,2,2000,"2020_11",127196,12862,114334,205.9543763515,0.101119532060757,1.57237648982672
80038,"Dak Lak","70446","Krong Nang",2020,12,2021-04-16,1,2000,"2020_12",127196,12862,114334,205.9543763515,0.101119532060757,0.786188244913362
80038,"Dak Lak","70450","Cu Mgar",1998,1,1998-05-16,NA,2000,"1998_1",133858.295637555,23906.0340721484,109952.261565406,161.759716787299,0.178592099640042,NA
80038,"Dak Lak","70450","Cu Mgar",1998,2,1998-06-16,NA,2000,"1998_2",133858.295637555,23906.0340721484,109952.261565406,161.759716787299,0.178592099640042,NA
80038,"Dak Lak","70450","Cu Mgar",1998,3,1998-07-16,NA,2000,"1998_3",133858.295637555,23906.0340721484,109952.261565406,161.759716787299,0.178592099640042,NA
80038,"Dak Lak","70450","Cu Mgar",1998,4,1998-08-16,NA,2000,"1998_4",133858.295637555,23906.0340721484,109952.261565406,161.759716787299,0.178592099640042,NA
80038,"Dak Lak","70450","Cu Mgar",1998,5,1998-09-16,NA,2000,"1998_5",133858.295637555,23906.0340721484,109952.261565406,161.759716787299,0.178592099640042,NA
80038,"Dak Lak","70450","Cu Mgar",1998,6,1998-10-16,NA,2000,"1998_6",133858.295637555,23906.0340721484,109952.261565406,161.759716787299,0.178592099640042,NA
80038,"Dak Lak","70450","Cu Mgar",1998,7,1998-11-16,NA,2000,"1998_7",133858.295637555,23906.0340721484,109952.261565406,161.759716787299,0.178592099640042,NA
80038,"Dak Lak","70450","Cu Mgar",1998,8,1998-12-16,NA,2000,"1998_8",133858.295637555,23906.0340721484,109952.261565406,161.759716787299,0.178592099640042,NA
80038,"Dak Lak","70450","Cu Mgar",1998,9,1999-01-16,NA,2000,"1998_9",133858.295637555,23906.0340721484,109952.261565406,161.759716787299,0.178592099640042,NA
80038,"Dak Lak","70450","Cu Mgar",1998,10,1999-02-16,NA,2000,"1998_10",133858.295637555,23906.0340721484,109952.261565406,161.759716787299,0.178592099640042,NA
