"province","areaid","areanameen","total","urban","rural","year"
"Ha Giang","70000","Dong Van",52767.2178076806,180.809310237198,52586.4084974434,1998
"Ha Giang","70000","Dong Van",53820.3054318132,227.068902373571,53593.2365294397,1999
"Ha Giang","70000","Dong Van",54873.3930559459,285.05471391905,54588.3383420268,2000
"Ha Giang","70000","Dong Van",55926.4806800785,357.71636789919,55568.7643121793,2001
"Ha Giang","70000","Dong Van",56979.5683042111,448.740621768114,56530.827682443,2002
"Ha Giang","70000","Dong Van",58032.6559283438,562.734559084089,57469.9213692597,2003
"Ha Giang","70000","Dong Van",59085.7435524764,705.454088544753,58380.2894639317,2004
"Ha Giang","70000","Dong Van",60138.831176609,884.088908719309,59254.7422678897,2005
"Ha Giang","70000","Dong Van",61293.3733824568,1109.45423575058,60183.9191467062,2006
"Ha Giang","70000","Dong Van",62447.9155883045,1391.774018156,61056.1415701485,2007
"Ha Giang","70000","Dong Van",63602.4577941523,1745.33816617503,61857.1196279772,2008
"Ha Giang","70000","Dong Van",64757,2188,62569,2009
"Ha Giang","70000","Dong Van",66469,3042,63428,2010
"Ha Giang","70000","Dong Van",68182,3895,64287,2011
"Ha Giang","70000","Dong Van",69894,4748,65145,2012
"Ha Giang","70000","Dong Van",71606,5602,66004,2013
"Ha Giang","70000","Dong Van",73319,6456,66863,2014
"Ha Giang","70000","Dong Van",75031,7309,67722,2015
"Ha Giang","70000","Dong Van",76743,8162,68581,2016
"Ha Giang","70000","Dong Van",78455,9016,69439,2017
"Ha Giang","70000","Dong Van",80168,9870,70298,2018
"Ha Giang","70000","Dong Van",81880,10723,71157,2019
"Ha Giang","70000","Dong Van",83709,11870,71839,2020
"Ha Giang","70001","Meo Vac",57188.6392800509,3323.18824217148,53865.4510378794,1998
"Ha Giang","70001","Meo Vac",58328.1053382499,3444.34889327055,54883.7564449794,1999
"Ha Giang","70001","Meo Vac",59467.5713964489,3568.56455443941,55899.0068420095,2000
"Ha Giang","70001","Meo Vac",60607.037454648,3695.90243561801,56911.1350190299,2001
"Ha Giang","70001","Meo Vac",61746.503512847,3826.43112299715,57920.0723898498,2002
"Ha Giang","70001","Meo Vac",62885.969571046,3960.22060597709,58925.7489650689,2003
"Ha Giang","70001","Meo Vac",64025.435629245,4097.34230463838,59928.0933246067,2004
"Ha Giang","70001","Meo Vac",65164.9016874441,4237.86909773473,60927.0325897093,2005
"Ha Giang","70001","Meo Vac",66414.1762655831,4389.13229767869,62025.0439679044,2006
"Ha Giang","70001","Meo Vac",67663.450843722,4544.18613160147,63119.2647121206,2007
"Ha Giang","70001","Meo Vac",68912.725421861,4703.11374922351,64209.6116726375,2008
"Ha Giang","70001","Meo Vac",70162,4866,65296,2009
"Ha Giang","70001","Meo Vac",71753,5064,66688,2010
"Ha Giang","70001","Meo Vac",73344,5263,68081,2011
"Ha Giang","70001","Meo Vac",74935,5461,69473,2012
"Ha Giang","70001","Meo Vac",76526,5660,70866,2013
"Ha Giang","70001","Meo Vac",78116,5858,72258,2014
"Ha Giang","70001","Meo Vac",79707,6056,73651,2015
"Ha Giang","70001","Meo Vac",81298,6255,75043,2016
"Ha Giang","70001","Meo Vac",82889,6453,76436,2017
"Ha Giang","70001","Meo Vac",84480,6652,77828,2018
"Ha Giang","70001","Meo Vac",86071,6850,79221,2019
"Ha Giang","70001","Meo Vac",87757,7068,80689,2020
"Ha Giang","70002","Yen Minh",63236.2720649867,4400.12741979982,58836.1446451869,1998
"Ha Giang","70002","Yen Minh",64500.0172016197,4529.57282881979,59970.4443727999,1999
"Ha Giang","70002","Yen Minh",65763.7623382527,4661.03635363783,61102.7259846148,2000
"Ha Giang","70002","Yen Minh",67027.5074748857,4794.54425244369,62232.963222442,2001
"Ha Giang","70002","Yen Minh",68291.2526115186,4930.12309651673,63361.1295150019,2002
"Ha Giang","70002","Yen Minh",69554.9977481516,5067.7997737713,64487.1979743803,2003
"Ha Giang","70002","Yen Minh",70818.7428847846,5207.60149234084,65611.1413924438,2004
"Ha Giang","70002","Yen Minh",72082.4880214176,5349.55578420124,66732.9322372164,2005
"Ha Giang","70002","Yen Minh",73468.1160160632,5502.81963069086,67965.2963853723,2006
"Ha Giang","70002","Yen Minh",74853.7440107088,5658.46097516332,69195.2830355455,2007
"Ha Giang","70002","Yen Minh",76239.3720053544,5816.51068619688,70422.8613191575,2008
"Ha Giang","70002","Yen Minh",77625,5977,71648,2009
"Ha Giang","70002","Yen Minh",79618,6192,73426,2010
"Ha Giang","70002","Yen Minh",81611,6407,75203,2011
"Ha Giang","70002","Yen Minh",83603,6623,76981,2012
"Ha Giang","70002","Yen Minh",85596,6838,78758,2013
"Ha Giang","70002","Yen Minh",87589,7053,80536,2014
"Ha Giang","70002","Yen Minh",89582,7268,82314,2015
"Ha Giang","70002","Yen Minh",91575,7483,84091,2016
"Ha Giang","70002","Yen Minh",93567,7699,85869,2017
"Ha Giang","70002","Yen Minh",95560,7914,87646,2018
"Ha Giang","70002","Yen Minh",97553,8129,89424,2019
"Ha Giang","70002","Yen Minh",99678,8363,91315,2020
"Ha Giang","70003","Quan Ba",36260.9627031665,3816.96852629021,32443.9941768763,1998
"Ha Giang","70003","Quan Ba",36985.1348104325,3929.19399109125,33055.9408193413,1999
"Ha Giang","70003","Quan Ba",37709.3069176986,4043.16841491353,33666.1385027851,2000
"Ha Giang","70003","Quan Ba",38433.4790249647,4158.91454545132,34274.5644795134,2001
"Ha Giang","70003","Quan Ba",39157.6511322307,4276.45540153275,34881.195730698,2002
"Ha Giang","70003","Quan Ba",39881.8232394968,4395.8142761889,35486.0089633079,2003
"Ha Giang","70003","Quan Ba",40605.9953467629,4517.01473975653,36088.9806070064,2004
"Ha Giang","70003","Quan Ba",41330.167454029,4640.08064301469,36690.0868110143,2005
"Ha Giang","70003","Quan Ba",42124.1255905217,4772.94334119025,37351.1822493315,2006
"Ha Giang","70003","Quan Ba",42918.0837270145,4907.86625423734,38010.2174727771,2007
"Ha Giang","70003","Quan Ba",43712.0418635072,5044.87612133557,38667.1657421717,2008
"Ha Giang","70003","Quan Ba",44506,5184,39322,2009
"Ha Giang","70003","Quan Ba",45403,5341,40062,2010
"Ha Giang","70003","Quan Ba",46300,5498,40802,2011
"Ha Giang","70003","Quan Ba",47197,5655,41542,2012
"Ha Giang","70003","Quan Ba",48094,5812,42282,2013
"Ha Giang","70003","Quan Ba",48991,5968,43022,2014
"Ha Giang","70003","Quan Ba",49888,6125,43763,2015
"Ha Giang","70003","Quan Ba",50785,6282,44503,2016
"Ha Giang","70003","Quan Ba",51682,6439,45243,2017
"Ha Giang","70003","Quan Ba",52579,6596,45983,2018
"Ha Giang","70003","Quan Ba",53476,6753,46723,2019
"Ha Giang","70003","Quan Ba",54421,6922,47499,2020
"Cao Bang","70004","Ha Quang",32041.7503644396,3379.99629646817,28661.7540679714,1998
"Cao Bang","70004","Ha Quang",32151.9069859252,3430.08087554226,28721.8261103829,1999
"Cao Bang","70004","Ha Quang",32262.0636074108,3480.86674467947,28781.1968627313,2000
"Cao Bang","70004","Ha Quang",32372.2202288964,3532.36336875935,28839.856860137,2001
"Cao Bang","70004","Ha Quang",32482.376850382,3584.58033714527,28897.7965132367,2002
"Cao Bang","70004","Ha Quang",32592.5334718676,3637.52736529059,28955.006106577,2003
"Cao Bang","70004","Ha Quang",32702.6900933532,3691.21429636523,29011.4757969879,2004
"Cao Bang","70004","Ha Quang",32812.8467148388,3745.65110290303,29067.1956119357,2005
"Cao Bang","70004","Ha Quang",32924.8850361291,3801.06512426264,29123.8199118664,2006
"Cao Bang","70004","Ha Quang",33036.9233574194,3857.25428829863,29179.6690691207,2007
"Cao Bang","70004","Ha Quang",33148.9616787097,3914.22904955293,29234.7326291568,2008
"Cao Bang","70004","Ha Quang",33261,3972,29289,2009
"Cao Bang","70004","Ha Quang",33351,4029,29322,2010
"Cao Bang","70004","Ha Quang",33440,4086,29354,2011
"Cao Bang","70004","Ha Quang",33530,4143,29387,2012
"Cao Bang","70004","Ha Quang",33619,4200,29420,2013
"Cao Bang","70004","Ha Quang",33709,4256,29452,2014
"Cao Bang","70004","Ha Quang",33799,4313,29485,2015
"Cao Bang","70004","Ha Quang",33888,4370,29518,2016
"Cao Bang","70004","Ha Quang",33978,4427,29551,2017
"Cao Bang","70004","Ha Quang",34067,4484,29583,2018
"Cao Bang","70004","Ha Quang",34157,4541,29616,2019
"Cao Bang","70004","Ha Quang",34247,4600,29647,2020
"Cao Bang","70005","Bao Lam",53748.6742468836,4414.07965528795,49334.5945915956,1998
"Cao Bang","70005","Bao Lam",53945.8611671714,4447.41065281201,49498.4505143594,1999
"Cao Bang","70005","Bao Lam",54143.0480874592,4480.93346414059,49662.1146233186,2000
"Cao Bang","70005","Bao Lam",54340.235007747,4514.64907448979,49825.5859332572,2001
"Cao Bang","70005","Bao Lam",54537.4219280349,4548.55847382763,49988.8634542072,2002
"Cao Bang","70005","Bao Lam",54734.6088483227,4582.66265689605,50151.9461914266,2003
"Cao Bang","70005","Bao Lam",54931.7957686105,4616.96262323307,50314.8331453774,2004
"Cao Bang","70005","Bao Lam",55128.9826888984,4651.45937719498,50477.5233117034,2005
"Cao Bang","70005","Bao Lam",55330.7370166738,4686.54078965169,50644.1962270221,2006
"Cao Bang","70005","Bao Lam",55532.4913444492,4721.82400589772,50810.6673385515,2007
"Cao Bang","70005","Bao Lam",55734.2456722246,4757.31006224421,50976.9356099804,2008
"Cao Bang","70005","Bao Lam",55936,4793,51143,2009
"Cao Bang","70005","Bao Lam",56845,4891,51954,2010
"Cao Bang","70005","Bao Lam",57754,4988,52765,2011
"Cao Bang","70005","Bao Lam",58663,5086,53577,2012
"Cao Bang","70005","Bao Lam",59572,5184,54388,2013
"Cao Bang","70005","Bao Lam",60481,5281,55199,2014
"Cao Bang","70005","Bao Lam",61389,5379,56010,2015
"Cao Bang","70005","Bao Lam",62298,5477,56821,2016
"Cao Bang","70005","Bao Lam",63207,5575,57633,2017
"Cao Bang","70005","Bao Lam",64116,5672,58444,2018
"Cao Bang","70005","Bao Lam",65025,5770,59255,2019
"Cao Bang","70005","Bao Lam",65974,5873,60101,2020
"Cao Bang","70006","Bao Lac",47546.2069328467,2910.50853833627,44635.6983945104,1998
"Cao Bang","70006","Bao Lac",47710.2518648148,2973.42811946173,44736.8237453531,1999
"Cao Bang","70006","Bao Lac",47874.2967967829,3037.67198786459,44836.6248089183,2000
"Cao Bang","70006","Bao Lac",48038.3417287511,3103.26747165479,44935.0742570963,2001
"Cao Bang","70006","Bao Lac",48202.3866607192,3170.24245440621,45032.144206313,2002
"Cao Bang","70006","Bao Lac",48366.4315926873,3238.62538631217,45127.8062063752,2003
"Cao Bang","70006","Bao Lac",48530.4765246555,3308.44529556275,45222.0312290927,2004
"Cao Bang","70006","Bao Lac",48694.5214566236,3379.73179994844,45314.7896566752,2005
"Cao Bang","70006","Bao Lac",48861.3910924677,3452.71472203024,45408.6763704375,2006
"Cao Bang","70006","Bao Lac",49028.2607283118,3527.23251899112,45501.0282093207,2007
"Cao Bang","70006","Bao Lac",49195.1303641559,3603.31684566697,45591.8135184889,2008
"Cao Bang","70006","Bao Lac",49362,3681,45681,2009
"Cao Bang","70006","Bao Lac",49868,3790,46078,2010
"Cao Bang","70006","Bao Lac",50374,3899,46475,2011
"Cao Bang","70006","Bao Lac",50879,4008,46871,2012
"Cao Bang","70006","Bao Lac",51385,4117,47268,2013
"Cao Bang","70006","Bao Lac",51891,4226,47665,2014
"Cao Bang","70006","Bao Lac",52397,4335,48062,2015
"Cao Bang","70006","Bao Lac",52903,4444,48459,2016
"Cao Bang","70006","Bao Lac",53408,4553,48855,2017
"Cao Bang","70006","Bao Lac",53914,4662,49252,2018
"Cao Bang","70006","Bao Lac",54420,4771,49649,2019
"Cao Bang","70006","Bao Lac",54940,4888,50052,2020
"Cao Bang","70007","Trung Khanh",46935.1608407237,3184.90626482666,43750.254575897,1998
"Cao Bang","70007","Trung Khanh",47095.7843025056,3273.27768473713,43822.5066177684,1999
"Cao Bang","70007","Trung Khanh",47256.4077642875,3364.06201042217,43892.3457538653,2000
"Cao Bang","70007","Trung Khanh",47417.0312260694,3457.32429543033,43959.7069306391,2001
"Cao Bang","70007","Trung Khanh",47577.6546878513,3553.13132935972,44024.5233584916,2002
"Cao Bang","70007","Trung Khanh",47738.2781496332,3651.55168379817,44086.726465835,2003
"Cao Bang","70007","Trung Khanh",47898.9016114151,3752.65575947064,44146.2458519445,2004
"Cao Bang","70007","Trung Khanh",48059.525073197,3856.5158346252,44203.0092385718,2005
"Cao Bang","70007","Trung Khanh",48222.8938048978,3963.43174797535,44259.4620569224,2006
"Cao Bang","70007","Trung Khanh",48386.2625365985,4073.26498929347,44312.997547305,2007
"Cao Bang","70007","Trung Khanh",48549.6312682993,4186.09417037842,44363.5370979208,2008
"Cao Bang","70007","Trung Khanh",48713,4302,44411,2009
"Cao Bang","70007","Trung Khanh",48737,4413,44325,2010
"Cao Bang","70007","Trung Khanh",48761,4523,44238,2011
"Cao Bang","70007","Trung Khanh",48786,4634,44152,2012
"Cao Bang","70007","Trung Khanh",48810,4744,44065,2013
"Cao Bang","70007","Trung Khanh",48834,4855,43979,2014
"Cao Bang","70007","Trung Khanh",48858,4966,43893,2015
"Cao Bang","70007","Trung Khanh",48882,5076,43806,2016
"Cao Bang","70007","Trung Khanh",48907,5187,43720,2017
"Cao Bang","70007","Trung Khanh",48931,5297,43633,2018
"Cao Bang","70007","Trung Khanh",48955,5408,43547,2019
"Cao Bang","70007","Trung Khanh",48979,5526,43453,2020
"Cao Bang","70008","Thong Nong",22382.2414143753,1789.62239963714,20592.6190147381,1998
"Cao Bang","70008","Thong Nong",22459.1061965489,1843.3617092436,20615.7444873053,1999
"Cao Bang","70008","Thong Nong",22535.9709787225,1898.69247896594,20637.2784997566,2000
"Cao Bang","70008","Thong Nong",22612.8357608961,1955.66131879481,20657.1744421013,2001
"Cao Bang","70008","Thong Nong",22689.7005430697,2014.31619147488,20675.3843515949,2002
"Cao Bang","70008","Thong Nong",22766.5653252434,2074.70645146973,20691.8588737736,2003
"Cao Bang","70008","Thong Nong",22843.430107417,2136.88288504184,20706.5472223751,2004
"Cao Bang","70008","Thong Nong",22920.2948895906,2200.89775147951,20719.3971381111,2005
"Cao Bang","70008","Thong Nong",22998.471167193,2266.93409817047,20731.5370690225,2006
"Cao Bang","70008","Thong Nong",23076.6474447953,2334.92483847114,20741.7226063242,2007
"Cao Bang","70008","Thong Nong",23154.8237223977,2404.92718248214,20749.8965399155,2008
"Cao Bang","70008","Thong Nong",23233,2477,20756,2009
"Cao Bang","70008","Thong Nong",23298,2553,20745,2010
"Cao Bang","70008","Thong Nong",23363,2629,20734,2011
"Cao Bang","70008","Thong Nong",23428,2705,20723,2012
"Cao Bang","70008","Thong Nong",23493,2781,20712,2013
"Cao Bang","70008","Thong Nong",23558,2857,20701,2014
"Cao Bang","70008","Thong Nong",23624,2934,20690,2015
"Cao Bang","70008","Thong Nong",23689,3010,20679,2016
"Cao Bang","70008","Thong Nong",23754,3086,20668,2017
"Cao Bang","70008","Thong Nong",23819,3162,20657,2018
"Cao Bang","70008","Thong Nong",23884,3238,20646,2019
"Cao Bang","70008","Thong Nong",23950,3320,20630,2020
"Ha Giang","70009","Ha Giang",36854.0811027478,27536.4699223278,9317.61118042004,1998
"Ha Giang","70009","Ha Giang",37594.6101470232,28138.3628107314,9456.24733629184,1999
"Ha Giang","70009","Ha Giang",38335.1391912987,28742.2555327019,9592.8836585968,2000
"Ha Giang","70009","Ha Giang",39075.6682355741,29348.1532057359,9727.51502983821,2001
"Ha Giang","70009","Ha Giang",39816.1972798495,29956.0609590505,9860.13632079905,2002
"Ha Giang","70009","Ha Giang",40556.7263241249,30565.9839336082,9990.74239051669,2003
"Ha Giang","70009","Ha Giang",41297.2553684004,31177.9272821427,10119.3280862577,2004
"Ha Giang","70009","Ha Giang",42037.7844126758,31791.8961691834,10245.8882434924,2005
"Ha Giang","70009","Ha Giang",42849.8383095068,32462.0814034582,10387.7569060486,2006
"Ha Giang","70009","Ha Giang",43661.8922063379,33134.4899935599,10527.402212778,2007
"Ha Giang","70009","Ha Giang",44473.9461031689,33809.1276259225,10664.8184772465,2008
"Ha Giang","70009","Ha Giang",45286,34486,10800,2009
"Ha Giang","70009","Ha Giang",46313,35334,10980,2010
"Ha Giang","70009","Ha Giang",47341,36181,11159,2011
"Ha Giang","70009","Ha Giang",48368,37029,11339,2012
"Ha Giang","70009","Ha Giang",49395,37876,11519,2013
"Ha Giang","70009","Ha Giang",50423,38724,11699,2014
"Ha Giang","70009","Ha Giang",51450,39572,11878,2015
"Ha Giang","70009","Ha Giang",52477,40419,12058,2016
"Ha Giang","70009","Ha Giang",53504,41267,12238,2017
"Ha Giang","70009","Ha Giang",54532,42114,12417,2018
"Ha Giang","70009","Ha Giang",55559,42962,12597,2019
"Ha Giang","70009","Ha Giang",56647,43864,12783,2020
"Cao Bang","70010","Tra Linh",20765.3014773809,3787.68197985622,16977.6194975246,1998
"Cao Bang","70010","Tra Linh",20836.9185598609,3848.40557168774,16988.5129881732,1999
"Cao Bang","70010","Tra Linh",20908.535642341,3910.05648502891,16998.479157312,2000
"Cao Bang","70010","Tra Linh",20980.152724821,3972.64842813192,17007.5042966891,2001
"Cao Bang","70010","Tra Linh",21051.769807301,4036.195307228,17015.574500073,2002
"Cao Bang","70010","Tra Linh",21123.3868897811,4100.71122933711,17022.675660444,2003
"Cao Bang","70010","Tra Linh",21195.0039722611,4166.2105051169,17028.7934671442,2004
"Cao Bang","70010","Tra Linh",21266.6210547412,4232.70765175156,17033.9134029896,2005
"Cao Bang","70010","Tra Linh",21339.4657910559,4300.46480048611,17039.0009905698,2006
"Cao Bang","70010","Tra Linh",21412.3105273706,4369.25569055613,17043.0548368145,2007
"Cao Bang","70010","Tra Linh",21485.1552636853,4439.09559317514,17046.0596705101,2008
"Cao Bang","70010","Tra Linh",21558,4510,17048,2009
"Cao Bang","70010","Tra Linh",21577,4572,17005,2010
"Cao Bang","70010","Tra Linh",21596,4633,16962,2011
"Cao Bang","70010","Tra Linh",21614,4695,16919,2012
"Cao Bang","70010","Tra Linh",21633,4757,16876,2013
"Cao Bang","70010","Tra Linh",21652,4818,16833,2014
"Cao Bang","70010","Tra Linh",21671,4880,16791,2015
"Cao Bang","70010","Tra Linh",21690,4942,16748,2016
"Cao Bang","70010","Tra Linh",21708,5004,16705,2017
"Cao Bang","70010","Tra Linh",21727,5065,16662,2018
"Cao Bang","70010","Tra Linh",21746,5127,16619,2019
"Cao Bang","70010","Tra Linh",21765,5191,16574,2020
"Ha Giang","70011","Vi Xuyen",77935.5367385415,9021.71798030639,68913.8187582351,1998
"Ha Giang","70011","Vi Xuyen",79497.9314404523,9274.65824194813,70223.2731985041,1999
"Ha Giang","70011","Vi Xuyen",81060.326142363,9531.00735792236,71529.3187844407,2000
"Ha Giang","70011","Vi Xuyen",82622.7208442738,9790.8032106171,72831.9176336567,2001
"Ha Giang","70011","Vi Xuyen",84185.1155461846,10054.084066722,74131.0314794626,2002
"Ha Giang","70011","Vi Xuyen",85747.5102480954,10320.8885809244,75426.6216671709,2003
"Ha Giang","70011","Vi Xuyen",87309.9049500061,10591.2557996398,76718.6491503663,2004
"Ha Giang","70011","Vi Xuyen",88872.2996519169,10865.2251647769,78007.07448714,2005
"Ha Giang","70011","Vi Xuyen",90585.4747389377,11161.4147987306,79424.0599402071,2006
"Ha Giang","70011","Vi Xuyen",92298.6498259584,11461.5776944315,80837.0721315269,2007
"Ha Giang","70011","Vi Xuyen",94011.8249129792,11765.7579224573,82246.0669905219,2008
"Ha Giang","70011","Vi Xuyen",95725,12074,83651,2009
"Ha Giang","70011","Vi Xuyen",97199,12362,84838,2010
"Ha Giang","70011","Vi Xuyen",98673,12649,86024,2011
"Ha Giang","70011","Vi Xuyen",100147,12936,87210,2012
"Ha Giang","70011","Vi Xuyen",101621,13224,88397,2013
"Ha Giang","70011","Vi Xuyen",103095,13512,89584,2014
"Ha Giang","70011","Vi Xuyen",104569,13799,90770,2015
"Ha Giang","70011","Vi Xuyen",106043,14086,91956,2016
"Ha Giang","70011","Vi Xuyen",107517,14374,93143,2017
"Ha Giang","70011","Vi Xuyen",108991,14662,94330,2018
"Ha Giang","70011","Vi Xuyen",110465,14949,95516,2019
"Ha Giang","70011","Vi Xuyen",112001,15254,96747,2020
"Ha Giang","70012","Bac Me",38626.7916598527,0,38626.7916598527,1998
"Ha Giang","70012","Bac Me",39392.0220406683,0,39392.0220406683,1999
"Ha Giang","70012","Bac Me",40157.252421484,0,40157.252421484,2000
"Ha Giang","70012","Bac Me",40922.4828022996,0,40922.4828022996,2001
"Ha Giang","70012","Bac Me",41687.7131831153,0,41687.7131831153,2002
"Ha Giang","70012","Bac Me",42452.9435639309,0,42452.9435639309,2003
"Ha Giang","70012","Bac Me",43218.1739447465,0,43218.1739447465,2004
"Ha Giang","70012","Bac Me",43983.4043255622,0,43983.4043255622,2005
"Ha Giang","70012","Bac Me",44822.3032441716,0,44822.3032441716,2006
"Ha Giang","70012","Bac Me",45661.2021627811,0,45661.2021627811,2007
"Ha Giang","70012","Bac Me",46500.1010813905,0,46500.1010813905,2008
"Ha Giang","70012","Bac Me",47339,0,47339,2009
"Ha Giang","70012","Bac Me",48064,779,47285,2010
"Ha Giang","70012","Bac Me",48790,1559,47231,2011
"Ha Giang","70012","Bac Me",49515,2338,47177,2012
"Ha Giang","70012","Bac Me",50240,3117,47123,2013
"Ha Giang","70012","Bac Me",50966,3896,47069,2014
"Ha Giang","70012","Bac Me",51691,4676,47015,2015
"Ha Giang","70012","Bac Me",52416,5455,46961,2016
"Ha Giang","70012","Bac Me",53141,6234,46907,2017
"Ha Giang","70012","Bac Me",53867,7014,46853,2018
"Ha Giang","70012","Bac Me",54592,7793,46799,2019
"Ha Giang","70012","Bac Me",55348,8955,46393,2020
"Cao Bang","70013","Ha Lang",24412.0359164704,2277.49154876441,22134.544367706,1998
"Cao Bang","70013","Ha Lang",24491.7171476218,2333.13180252895,22158.5853450929,1999
"Cao Bang","70013","Ha Lang",24571.3983787732,2390.10607689206,22181.2923018811,2000
"Cao Bang","70013","Ha Lang",24651.0796099246,2448.44589516409,22202.6337147605,2001
"Cao Bang","70013","Ha Lang",24730.760841076,2508.18351700371,22222.5773240723,2002
"Cao Bang","70013","Ha Lang",24810.4420722274,2569.35195545696,22241.0901167704,2003
"Cao Bang","70013","Ha Lang",24890.1233033788,2631.98499438756,22258.1383089912,2004
"Cao Bang","70013","Ha Lang",24969.8045345301,2696.11720630731,22273.6873282228,2005
"Cao Bang","70013","Ha Lang",25050.8534008976,2761.93475666594,22288.9186442317,2006
"Cao Bang","70013","Ha Lang",25131.9022672651,2829.32942681284,22302.5728404522,2007
"Cao Bang","70013","Ha Lang",25212.9511336325,2898.33846767497,22314.6126659576,2008
"Cao Bang","70013","Ha Lang",25294,2969,22325,2009
"Cao Bang","70013","Ha Lang",25308,3036,22273,2010
"Cao Bang","70013","Ha Lang",25323,3102,22221,2011
"Cao Bang","70013","Ha Lang",25338,3169,22169,2012
"Cao Bang","70013","Ha Lang",25352,3235,22117,2013
"Cao Bang","70013","Ha Lang",25366,3302,22064,2014
"Cao Bang","70013","Ha Lang",25381,3369,22012,2015
"Cao Bang","70013","Ha Lang",25396,3435,21960,2016
"Cao Bang","70013","Ha Lang",25410,3502,21908,2017
"Cao Bang","70013","Ha Lang",25424,3568,21856,2018
"Cao Bang","70013","Ha Lang",25439,3635,21804,2019
"Cao Bang","70013","Ha Lang",25454,3706,21748,2020
"Ha Giang","70014","Hoang Su Phi",48411.5009470329,1948.0270595555,46463.4738874774,1998
"Ha Giang","70014","Hoang Su Phi",49378.9980380136,2053.90445158772,47325.0935864258,1999
"Ha Giang","70014","Hoang Su Phi",50346.4951289943,2164.70505211319,48181.7900768811,2000
"Ha Giang","70014","Hoang Su Phi",51313.992219975,2280.64042218911,49033.3517977858,2001
"Ha Giang","70014","Hoang Su Phi",52281.4893109557,2401.93079019909,49879.5585207566,2002
"Ha Giang","70014","Hoang Su Phi",53248.9864019364,2528.80539574124,50720.1810061951,2003
"Ha Giang","70014","Hoang Su Phi",54216.4834929171,2661.50284685025,51554.9806460668,2004
"Ha Giang","70014","Hoang Su Phi",55183.9805838977,2800.27149106148,52383.7090928363,2005
"Ha Giang","70014","Hoang Su Phi",56244.7354379233,2950.2615438641,53294.4738940592,2006
"Ha Giang","70014","Hoang Su Phi",57305.4902919489,3107.17989382229,54198.3103981266,2007
"Ha Giang","70014","Hoang Su Phi",58366.2451459744,3271.32313927687,55094.9220066976,2008
"Ha Giang","70014","Hoang Su Phi",59427,3443,55984,2009
"Ha Giang","70014","Hoang Su Phi",60153,3613,56540,2010
"Ha Giang","70014","Hoang Su Phi",60878,3783,57095,2011
"Ha Giang","70014","Hoang Su Phi",61604,3953,57650,2012
"Ha Giang","70014","Hoang Su Phi",62329,4123,58206,2013
"Ha Giang","70014","Hoang Su Phi",63055,4294,58761,2014
"Ha Giang","70014","Hoang Su Phi",63781,4464,59317,2015
"Ha Giang","70014","Hoang Su Phi",64506,4634,59872,2016
"Ha Giang","70014","Hoang Su Phi",65232,4804,60428,2017
"Ha Giang","70014","Hoang Su Phi",65957,4974,60983,2018
"Ha Giang","70014","Hoang Su Phi",66683,5144,61539,2019
"Ha Giang","70014","Hoang Su Phi",67433,5333,62100,2020
"Cao Bang","70015","Hoa An",61191.681941093,2479.51971797189,58712.1622231211,1998
"Cao Bang","70015","Hoa An",61401.5920813492,2558.07713467513,58843.5149466741,1999
"Cao Bang","70015","Hoa An",61611.5022216054,2639.09260402874,58972.4096175767,2000
"Cao Bang","70015","Hoa An",61821.4123618617,2722.64226647232,59098.7700953893,2001
"Cao Bang","70015","Hoa An",62031.3225021179,2808.80460141312,59222.5179007048,2002
"Cao Bang","70015","Hoa An",62241.2326423741,2897.66049857673,59343.5721437974,2003
"Cao Bang","70015","Hoa An",62451.1427826303,2989.29333152138,59461.8494511089,2004
"Cao Bang","70015","Hoa An",62661.0529228865,3083.78903338118,59577.2638895054,2005
"Cao Bang","70015","Hoa An",62874.5396921649,3181.41715036816,59693.1225417967,2006
"Cao Bang","70015","Hoa An",63088.0264614433,3282.09818671972,59805.9282747236,2007
"Cao Bang","70015","Hoa An",63301.5132307216,3385.92666246399,59915.5865682576,2008
"Cao Bang","70015","Hoa An",63515,3493,60022,2009
"Cao Bang","70015","Hoa An",62440,3530,58910,2010
"Cao Bang","70015","Hoa An",61364,3566,57798,2011
"Cao Bang","70015","Hoa An",60289,3602,56687,2012
"Cao Bang","70015","Hoa An",59214,3639,55575,2013
"Cao Bang","70015","Hoa An",58138,3676,54463,2014
"Cao Bang","70015","Hoa An",57063,3712,53351,2015
"Cao Bang","70015","Hoa An",55988,3748,52239,2016
"Cao Bang","70015","Hoa An",54913,3785,51128,2017
"Cao Bang","70015","Hoa An",53837,3822,50016,2018
"Cao Bang","70015","Hoa An",52762,3858,48904,2019
"Cao Bang","70015","Hoa An",51748,3895,47853,2020
"Lao Cai","70016","Muong Khuong",50195.5973092396,0,50195.5973092396,1998
"Lao Cai","70016","Muong Khuong",50372.0058225978,0,50372.0058225978,1999
"Lao Cai","70016","Muong Khuong",50548.414335956,0,50548.414335956,2000
"Lao Cai","70016","Muong Khuong",50724.8228493142,0,50724.8228493142,2001
"Lao Cai","70016","Muong Khuong",50901.2313626723,0,50901.2313626723,2002
"Lao Cai","70016","Muong Khuong",51077.6398760305,0,51077.6398760305,2003
"Lao Cai","70016","Muong Khuong",51254.0483893887,0,51254.0483893887,2004
"Lao Cai","70016","Muong Khuong",51430.4569027469,0,51430.4569027469,2005
