"province","areaid","areanameen","total","urban","rural","year"
"Thanh Hoa","70268","Thach Thanh",137238.911452002,6238.16427412054,131000.747177881,2005
"Thanh Hoa","70268","Thach Thanh",136984.433589001,6269.66680279696,130714.766786204,2006
"Thanh Hoa","70268","Thach Thanh",136729.955726001,6301.30667171222,130428.649054289,2007
"Thanh Hoa","70268","Thach Thanh",136475.477863,6333.08427358606,130142.393589414,2008
"Thanh Hoa","70268","Thach Thanh",136221,6365,129856,2009
"Thanh Hoa","70268","Thach Thanh",137033,6449,130585,2010
"Thanh Hoa","70268","Thach Thanh",137845,6532,131313,2011
"Thanh Hoa","70268","Thach Thanh",138658,6616,132042,2012
"Thanh Hoa","70268","Thach Thanh",139470,6699,132770,2013
"Thanh Hoa","70268","Thach Thanh",140282,6783,133499,2014
"Thanh Hoa","70268","Thach Thanh",141094,6867,134228,2015
"Thanh Hoa","70268","Thach Thanh",141906,6950,134956,2016
"Thanh Hoa","70268","Thach Thanh",142719,7034,135685,2017
"Thanh Hoa","70268","Thach Thanh",143531,7117,136413,2018
"Thanh Hoa","70268","Thach Thanh",144343,7201,137142,2019
"Thanh Hoa","70268","Thach Thanh",145169,7288,137881,2020
"Thanh Hoa","70269","Cam Thuy",102489.628817252,4186.29747428316,98303.3313429692,1998
"Thanh Hoa","70269","Cam Thuy",102292.241875061,4227.83874320773,98064.4031318534,1999
"Thanh Hoa","70269","Cam Thuy",102094.85493287,4269.77633391105,97825.0785989588,2000
"Thanh Hoa","70269","Cam Thuy",101897.467990679,4312.11380166084,97585.3541890178,2001
"Thanh Hoa","70269","Cam Thuy",101700.081048487,4354.85473028193,97345.2263182054,2002
"Thanh Hoa","70269","Cam Thuy",101502.694106296,4398.00273233318,97104.691373963,2003
"Thanh Hoa","70269","Cam Thuy",101305.307164105,4441.56144928466,96863.7457148202,2004
"Thanh Hoa","70269","Cam Thuy",101107.920221914,4485.53455169493,96622.3856702187,2005
"Thanh Hoa","70269","Cam Thuy",100912.440166435,4530.01134051381,96382.4288259214,2006
"Thanh Hoa","70269","Cam Thuy",100716.960110957,4574.9119763865,96142.0481345703,2007
"Thanh Hoa","70269","Cam Thuy",100521.480055478,4620.24025439674,95901.2398010816,2008
"Thanh Hoa","70269","Cam Thuy",100326,4666,95660,2009
"Thanh Hoa","70269","Cam Thuy",101302,4770,96533,2010
"Thanh Hoa","70269","Cam Thuy",102279,4874,97405,2011
"Thanh Hoa","70269","Cam Thuy",103256,4978,98278,2012
"Thanh Hoa","70269","Cam Thuy",104232,5082,99150,2013
"Thanh Hoa","70269","Cam Thuy",105208,5185,100023,2014
"Thanh Hoa","70269","Cam Thuy",106185,5289,100896,2015
"Thanh Hoa","70269","Cam Thuy",107162,5393,101768,2016
"Thanh Hoa","70269","Cam Thuy",108138,5497,102641,2017
"Thanh Hoa","70269","Cam Thuy",109114,5601,103513,2018
"Thanh Hoa","70269","Cam Thuy",110091,5705,104386,2019
"Thanh Hoa","70269","Cam Thuy",111094,5815,105279,2020
"Ninh Binh","70270","Yen Khanh",131181.123331266,1661.02380894144,129520.099522324,1998
"Ninh Binh","70270","Yen Khanh",131383.936904538,1855.76673907975,129528.170165458,1999
"Ninh Binh","70270","Yen Khanh",131586.75047781,2073.33691718829,129513.413560622,2000
"Ninh Binh","70270","Yen Khanh",131789.564051083,2316.40953018639,129473.154520896,2001
"Ninh Binh","70270","Yen Khanh",131992.377624355,2587.97321336471,129404.40441099,2002
"Ninh Binh","70270","Yen Khanh",132195.191197628,2891.36676945705,129303.82442817,2003
"Ninh Binh","70270","Yen Khanh",132398.0047709,3230.32018835663,129167.684582543,2004
"Ninh Binh","70270","Yen Khanh",132600.818344172,3609.0004710862,128991.817873086,2005
"Ninh Binh","70270","Yen Khanh",132805.613758129,4032.12299143426,128773.490766695,2006
"Ninh Binh","70270","Yen Khanh",133010.409172086,4504.8420711282,128505.567100958,2007
"Ninh Binh","70270","Yen Khanh",133215.204586043,5032.96998124698,128182.234604796,2008
"Ninh Binh","70270","Yen Khanh",133420,5623,127797,2009
"Ninh Binh","70270","Yen Khanh",134785,6484,128301,2010
"Ninh Binh","70270","Yen Khanh",136150,7346,128804,2011
"Ninh Binh","70270","Yen Khanh",137515,8207,129308,2012
"Ninh Binh","70270","Yen Khanh",138880,9068,129811,2013
"Ninh Binh","70270","Yen Khanh",140244,9929,130315,2014
"Ninh Binh","70270","Yen Khanh",141609,10791,130819,2015
"Ninh Binh","70270","Yen Khanh",142974,11652,131322,2016
"Ninh Binh","70270","Yen Khanh",144339,12513,131826,2017
"Ninh Binh","70270","Yen Khanh",145704,13375,132329,2018
"Ninh Binh","70270","Yen Khanh",147069,14236,132833,2019
"Ninh Binh","70270","Yen Khanh",148473,15300,133173,2020
"Ninh Binh","70271","Tam Diep",54079.9755564919,29667.6623257029,24412.313230789,1998
"Ninh Binh","70271","Tam Diep",54165.2449625521,30072.9156465195,24092.3293160327,1999
"Ninh Binh","70271","Tam Diep",54250.5143686123,30483.6290865799,23766.8852820324,2000
"Ninh Binh","70271","Tam Diep",54335.7837746725,30899.8754070527,23435.9083676198,2001
"Ninh Binh","70271","Tam Diep",54421.0531807327,31321.7283300218,23099.3248507109,2002
"Ninh Binh","70271","Tam Diep",54506.3225867929,31749.2625510819,22757.060035711,2003
"Ninh Binh","70271","Tam Diep",54591.5919928531,32182.5537520976,22409.0382407555,2004
"Ninh Binh","70271","Tam Diep",54676.8613989133,32621.6786141293,22055.182784784,2005
"Ninh Binh","70271","Tam Diep",54762.896049185,33067.1769037103,21695.7191454747,2006
"Ninh Binh","70271","Tam Diep",54848.9306994567,33518.6764154774,21330.2542839793,2007
"Ninh Binh","70271","Tam Diep",54934.9653497283,33976.2571090761,20958.7082406522,2008
"Ninh Binh","70271","Tam Diep",55021,34440,20581,2009
"Ninh Binh","70271","Tam Diep",55806,35378,20427,2010
"Ninh Binh","70271","Tam Diep",56590,36316,20274,2011
"Ninh Binh","70271","Tam Diep",57374,37255,20120,2012
"Ninh Binh","70271","Tam Diep",58159,38193,19966,2013
"Ninh Binh","70271","Tam Diep",58944,39131,19813,2014
"Ninh Binh","70271","Tam Diep",59728,40069,19659,2015
"Ninh Binh","70271","Tam Diep",60512,41007,19505,2016
"Ninh Binh","70271","Tam Diep",61297,41946,19351,2017
"Ninh Binh","70271","Tam Diep",62082,42884,19198,2018
"Ninh Binh","70271","Tam Diep",62866,43822,19044,2019
"Ninh Binh","70271","Tam Diep",63681,44826,18855,2020
"Thanh Hoa","70272","Lang Chanh",46323.263907011,4500.0158841436,41823.2480228674,1998
"Thanh Hoa","70272","Lang Chanh",46234.1059730659,4487.43725705729,41746.6687160087,1999
"Thanh Hoa","70272","Lang Chanh",46144.9480391209,4474.87714932232,41670.0708897985,2000
"Thanh Hoa","70272","Lang Chanh",46055.7901051758,4462.33553820207,41593.4545669737,2001
"Thanh Hoa","70272","Lang Chanh",45966.6321712307,4449.8124009855,41516.8197702452,2002
"Thanh Hoa","70272","Lang Chanh",45877.4742372856,4437.3077149871,41440.1665222985,2003
"Thanh Hoa","70272","Lang Chanh",45788.3163033406,4424.82145754689,41363.4948457937,2004
"Thanh Hoa","70272","Lang Chanh",45699.1583693955,4412.35360603038,41286.8047633651,2005
"Thanh Hoa","70272","Lang Chanh",45610.8687770466,4399.9879049793,41210.8808720673,2006
"Thanh Hoa","70272","Lang Chanh",45522.5791846977,4387.64041853101,41134.9387661667,2007
"Thanh Hoa","70272","Lang Chanh",45434.2895923489,4375.31112431852,41058.9784680303,2008
"Thanh Hoa","70272","Lang Chanh",45346,4363,40983,2009
"Thanh Hoa","70272","Lang Chanh",45777,4401,41376,2010
"Thanh Hoa","70272","Lang Chanh",46208,4438,41769,2011
"Thanh Hoa","70272","Lang Chanh",46638,4476,42163,2012
"Thanh Hoa","70272","Lang Chanh",47069,4513,42556,2013
"Thanh Hoa","70272","Lang Chanh",47500,4551,42949,2014
"Thanh Hoa","70272","Lang Chanh",47931,4589,43342,2015
"Thanh Hoa","70272","Lang Chanh",48362,4626,43735,2016
"Thanh Hoa","70272","Lang Chanh",48792,4664,44129,2017
"Thanh Hoa","70272","Lang Chanh",49223,4701,44522,2018
"Thanh Hoa","70272","Lang Chanh",49654,4739,44915,2019
"Thanh Hoa","70272","Lang Chanh",50096,4778,45318,2020
"Hai Phong","70273","Bach Long Vi",812.775705247766,0,812.775705247766,1998
"Hai Phong","70273","Bach Long Vi",820.747573258023,0,820.747573258023,1999
"Hai Phong","70273","Bach Long Vi",828.71944126828,0,828.71944126828,2000
"Hai Phong","70273","Bach Long Vi",836.691309278536,0,836.691309278536,2001
"Hai Phong","70273","Bach Long Vi",844.663177288793,0,844.663177288793,2002
"Hai Phong","70273","Bach Long Vi",852.63504529905,0,852.63504529905,2003
"Hai Phong","70273","Bach Long Vi",860.606913309305,0,860.606913309305,2004
"Hai Phong","70273","Bach Long Vi",868.578781319562,0,868.578781319562,2005
"Hai Phong","70273","Bach Long Vi",876.934085989673,0,876.934085989673,2006
"Hai Phong","70273","Bach Long Vi",885.289390659782,0,885.289390659782,2007
"Hai Phong","70273","Bach Long Vi",893.644695329891,0,893.644695329891,2008
"Hai Phong","70273","Bach Long Vi",902,0,902,2009
"Hai Phong","70273","Bach Long Vi",874,0,874,2010
"Hai Phong","70273","Bach Long Vi",846,0,846,2011
"Hai Phong","70273","Bach Long Vi",819,0,819,2012
"Hai Phong","70273","Bach Long Vi",791,0,791,2013
"Hai Phong","70273","Bach Long Vi",763,0,763,2014
"Hai Phong","70273","Bach Long Vi",735,0,735,2015
"Hai Phong","70273","Bach Long Vi",707,0,707,2016
"Hai Phong","70273","Bach Long Vi",680,0,680,2017
"Hai Phong","70273","Bach Long Vi",652,0,652,2018
"Hai Phong","70273","Bach Long Vi",624,0,624,2019
"Hai Phong","70273","Bach Long Vi",599,0,599,2020
"Ninh Binh","70274","Yen Mo",108339.858370791,892.069273830035,107447.789096961,1998
"Ninh Binh","70274","Yen Mo",108517.862450108,1007.35186231287,107510.510587795,1999
"Ninh Binh","70274","Yen Mo",108695.866529425,1137.52942054478,107558.33710888,2000
"Ninh Binh","70274","Yen Mo",108873.870608742,1284.52605368403,107589.344555058,2001
"Ninh Binh","70274","Yen Mo",109051.874688059,1450.51437104394,107601.360317015,2002
"Ninh Binh","70274","Yen Mo",109229.878767376,1637.94757511482,107591.931192261,2003
"Ninh Binh","70274","Yen Mo",109407.882846693,1849.59569343853,107558.287153255,2004
"Ninh Binh","70274","Yen Mo",109585.88692601,2088.58648810302,107497.300437907,2005
"Ninh Binh","70274","Yen Mo",109765.415194508,2358.48439626764,107406.93079824,2006
"Ninh Binh","70274","Yen Mo",109944.943463005,2663.25277847039,107281.690684535,2007
"Ninh Binh","70274","Yen Mo",110124.471731503,3007.39596206226,107117.07576944,2008
"Ninh Binh","70274","Yen Mo",110304,3396,106908,2009
"Ninh Binh","70274","Yen Mo",111120,3960,107160,2010
"Ninh Binh","70274","Yen Mo",111937,4524,107413,2011
"Ninh Binh","70274","Yen Mo",112754,5088,107666,2012
"Ninh Binh","70274","Yen Mo",113570,5652,107918,2013
"Ninh Binh","70274","Yen Mo",114386,6216,108170,2014
"Ninh Binh","70274","Yen Mo",115203,6780,108423,2015
"Ninh Binh","70274","Yen Mo",116020,7344,108676,2016
"Ninh Binh","70274","Yen Mo",116836,7908,108928,2017
"Ninh Binh","70274","Yen Mo",117652,8472,109180,2018
"Ninh Binh","70274","Yen Mo",118469,9036,109433,2019
"Ninh Binh","70274","Yen Mo",119303,9738,109565,2020
"Nam Dinh","70275","Hai Hau",266456.121487833,24271.3113120614,242184.810175771,1998
"Nam Dinh","70275","Hai Hau",265578.823668475,24261.7482751528,241317.075393323,1999
"Nam Dinh","70275","Hai Hau",264701.525849118,24251.9243645089,240449.601484609,2000
"Nam Dinh","70275","Hai Hau",263824.228029761,24241.8381437412,239582.38988602,2001
"Nam Dinh","70275","Hai Hau",262946.930210404,24231.4881703131,238715.442040091,2002
"Nam Dinh","70275","Hai Hau",262069.632391047,24220.8729955163,237848.75939553,2003
"Nam Dinh","70275","Hai Hau",261192.334571689,24209.9911644473,236982.343407242,2004
"Nam Dinh","70275","Hai Hau",260315.036752332,24198.8412159834,236116.195536349,2005
"Nam Dinh","70275","Hai Hau",259452.277564249,24188.7771216663,235263.500442583,2006
"Nam Dinh","70275","Hai Hau",258589.518376166,24178.4498522843,234411.068523882,2007
"Nam Dinh","70275","Hai Hau",257726.759188083,24167.8579623014,233558.901225782,2008
"Nam Dinh","70275","Hai Hau",256864,24157,232707,2009
"Nam Dinh","70275","Hai Hau",257468,24285,233183,2010
"Nam Dinh","70275","Hai Hau",258071,24413,233658,2011
"Nam Dinh","70275","Hai Hau",258675,24541,234134,2012
"Nam Dinh","70275","Hai Hau",259279,24669,234610,2013
"Nam Dinh","70275","Hai Hau",259883,24797,235086,2014
"Nam Dinh","70275","Hai Hau",260486,24925,235561,2015
"Nam Dinh","70275","Hai Hau",261090,25053,236037,2016
"Nam Dinh","70275","Hai Hau",261694,25181,236513,2017
"Nam Dinh","70275","Hai Hau",262297,25309,236988,2018
"Nam Dinh","70275","Hai Hau",262901,25437,237464,2019
"Nam Dinh","70275","Hai Hau",263509,25567,237942,2020
"Nam Dinh","70276","Nghia Hung",185000.858751889,19512.5769464942,165488.281805395,1998
"Nam Dinh","70276","Nghia Hung",184409.891501037,19582.5442837139,164827.347217323,1999
"Nam Dinh","70276","Nghia Hung",183818.924250185,19652.5606784473,164166.363571738,2000
"Nam Dinh","70276","Nghia Hung",183227.956999333,19722.6235609767,163505.333438356,2001
"Nam Dinh","70276","Nghia Hung",182636.989748481,19792.7303243566,162844.259424124,2002
"Nam Dinh","70276","Nghia Hung",182046.022497629,19862.8783240268,162183.144173602,2003
"Nam Dinh","70276","Nghia Hung",181455.055246777,19933.0648774204,161521.990369356,2004
"Nam Dinh","70276","Nghia Hung",180864.087995924,20003.2872635702,160860.800732354,2005
"Nam Dinh","70276","Nghia Hung",180283.065996943,20074.6501337172,160208.415863226,2006
"Nam Dinh","70276","Nghia Hung",179702.043997962,20146.0583428542,159555.985655108,2007
"Nam Dinh","70276","Nghia Hung",179121.021998981,20217.5092061121,158903.512792869,2008
"Nam Dinh","70276","Nghia Hung",178540,20289,158251,2009
"Nam Dinh","70276","Nghia Hung",178265,20396,157868,2010
"Nam Dinh","70276","Nghia Hung",177989,20503,157486,2011
"Nam Dinh","70276","Nghia Hung",177714,20611,157103,2012
"Nam Dinh","70276","Nghia Hung",177438,20718,156721,2013
"Nam Dinh","70276","Nghia Hung",177163,20825,156338,2014
"Nam Dinh","70276","Nghia Hung",176888,20932,155955,2015
"Nam Dinh","70276","Nghia Hung",176612,21039,155573,2016
"Nam Dinh","70276","Nghia Hung",176337,21147,155190,2017
"Nam Dinh","70276","Nghia Hung",176061,21254,154808,2018
"Nam Dinh","70276","Nghia Hung",175786,21361,154425,2019
"Nam Dinh","70276","Nghia Hung",175512,21470,154042,2020
"Thanh Hoa","70277","Bim Son",54556.0500243409,35618.1871281353,18937.8628962056,1998
"Thanh Hoa","70277","Bim Son",54454.4049126599,36030.767802219,18423.6371104409,1999
"Thanh Hoa","70277","Bim Son",54352.7598009789,36448.0005807621,17904.7592202168,2000
"Thanh Hoa","70277","Bim Son",54251.114689298,36869.935929446,17381.178759852,2001
"Thanh Hoa","70277","Bim Son",54149.469577617,37296.6248293749,16852.8447482421,2002
"Thanh Hoa","70277","Bim Son",54047.824465936,37728.1187818045,16319.7056841316,2003
"Thanh Hoa","70277","Bim Son",53946.1793542551,38164.4698129041,15781.709541351,2004
"Thanh Hoa","70277","Bim Son",53844.5342425741,38605.7304785528,15238.8037640213,2005
"Thanh Hoa","70277","Bim Son",53743.9006819306,39052.6889067735,14691.211775157,2006
"Thanh Hoa","70277","Bim Son",53643.267121287,39504.6834941367,14138.5836271503,2007
"Thanh Hoa","70277","Bim Son",53542.6335606435,39961.768814964,13580.8647456795,2008
"Thanh Hoa","70277","Bim Son",53442,40424,13018,2009
"Thanh Hoa","70277","Bim Son",53936,41374,12562,2010
"Thanh Hoa","70277","Bim Son",54429,42323,12106,2011
"Thanh Hoa","70277","Bim Son",54923,43272,11650,2012
"Thanh Hoa","70277","Bim Son",55416,44222,11194,2013
"Thanh Hoa","70277","Bim Son",55910,45172,10738,2014
"Thanh Hoa","70277","Bim Son",56404,46121,10283,2015
"Thanh Hoa","70277","Bim Son",56897,47070,9827,2016
"Thanh Hoa","70277","Bim Son",57391,48020,9371,2017
"Thanh Hoa","70277","Bim Son",57884,48970,8915,2018
"Thanh Hoa","70277","Bim Son",58378,49919,8459,2019
"Thanh Hoa","70277","Bim Son",58885,50927,7958,2020
"Thanh Hoa","70278","Ngoc Lac",131807.556941097,7353.19595019503,124454.360990902,1998
"Thanh Hoa","70278","Ngoc Lac",131553.705104568,7276.6685310042,124277.036573564,1999
"Thanh Hoa","70278","Ngoc Lac",131299.853268039,7200.91074797583,124098.942520063,2000
"Thanh Hoa","70278","Ngoc Lac",131046.001431509,7125.91504692423,123920.086384585,2001
"Thanh Hoa","70278","Ngoc Lac",130792.14959498,7051.6739464742,123740.475648506,2002
"Thanh Hoa","70278","Ngoc Lac",130538.297758451,6978.18003736908,123560.117721082,2003
"Thanh Hoa","70278","Ngoc Lac",130284.445921921,6905.42598178533,123379.019940136,2004
"Thanh Hoa","70278","Ngoc Lac",130030.594085392,6833.40451265349,123197.189572738,2005
"Thanh Hoa","70278","Ngoc Lac",129779.195564044,6762.23626469863,123016.959299345,2006
"Thanh Hoa","70278","Ngoc Lac",129527.797042696,6691.78410605649,122836.012936639,2007
"Thanh Hoa","70278","Ngoc Lac",129276.398521348,6622.04100560259,122654.357515745,2008
"Thanh Hoa","70278","Ngoc Lac",129025,6553,122472,2009
"Thanh Hoa","70278","Ngoc Lac",129784,6535,123248,2010
"Thanh Hoa","70278","Ngoc Lac",130542,6517,124025,2011
"Thanh Hoa","70278","Ngoc Lac",131301,6500,124801,2012
"Thanh Hoa","70278","Ngoc Lac",132059,6482,125578,2013
"Thanh Hoa","70278","Ngoc Lac",132818,6464,126354,2014
"Thanh Hoa","70278","Ngoc Lac",133577,6446,127130,2015
"Thanh Hoa","70278","Ngoc Lac",134335,6428,127907,2016
"Thanh Hoa","70278","Ngoc Lac",135094,6411,128683,2017
"Thanh Hoa","70278","Ngoc Lac",135852,6393,129460,2018
"Thanh Hoa","70278","Ngoc Lac",136611,6375,130236,2019
"Thanh Hoa","70278","Ngoc Lac",137383,6357,131026,2020
"Thanh Hoa","70279","Ha Trung",110342.373748562,5567.08744902062,104775.286299542,1998
"Thanh Hoa","70279","Ha Trung",110133.139408552,5592.3815843031,104540.757824249,1999
"Thanh Hoa","70279","Ha Trung",109923.905068542,5617.77036720875,104306.134701333,2000
"Thanh Hoa","70279","Ha Trung",109714.670728532,5643.25396612183,104071.41676241,2001
"Thanh Hoa","70279","Ha Trung",109505.436388522,5668.83254765946,103836.603840863,2002
"Thanh Hoa","70279","Ha Trung",109296.202048512,5694.50627664174,103601.69577187,2003
"Thanh Hoa","70279","Ha Trung",109086.967708502,5720.2753160617,103366.69239244,2004
"Thanh Hoa","70279","Ha Trung",108877.733368492,5746.13982705479,103131.593541437,2005
"Thanh Hoa","70279","Ha Trung",108670.550026369,5772.20891087942,102898.341115489,2006
"Thanh Hoa","70279","Ha Trung",108463.366684246,5798.37518863464,102664.991495611,2007
"Thanh Hoa","70279","Ha Trung",108256.183342123,5824.63882930261,102431.54451282,2008
"Thanh Hoa","70279","Ha Trung",108049,5851,102198,2009
"Thanh Hoa","70279","Ha Trung",109127,5949,103178,2010
"Thanh Hoa","70279","Ha Trung",110204,6047,104157,2011
"Thanh Hoa","70279","Ha Trung",111282,6145,105137,2012
"Thanh Hoa","70279","Ha Trung",112360,6243,106117,2013
"Thanh Hoa","70279","Ha Trung",113437,6341,107096,2014
"Thanh Hoa","70279","Ha Trung",114515,6439,108076,2015
"Thanh Hoa","70279","Ha Trung",115593,6537,109056,2016
"Thanh Hoa","70279","Ha Trung",116671,6635,110036,2017
"Thanh Hoa","70279","Ha Trung",117748,6733,111015,2018
"Thanh Hoa","70279","Ha Trung",118826,6831,111995,2019
"Thanh Hoa","70279","Ha Trung",119934,6933,113001,2020
"Thanh Hoa","70280","Vinh Loc",82080.7854750602,2470.21754042572,79610.5679346345,1998
"Thanh Hoa","70280","Vinh Loc",81922.7036361545,2461.15242747082,79461.5512086837,1999
"Thanh Hoa","70280","Vinh Loc",81764.6217972489,2452.11145077604,79312.5103464728,2000
"Thanh Hoa","70280","Vinh Loc",81606.5399583432,2443.09455367282,79163.4454046704,2001
"Thanh Hoa","70280","Vinh Loc",81448.4581194376,2434.10167961692,79014.3564398207,2002
"Thanh Hoa","70280","Vinh Loc",81290.3762805319,2425.13277218818,78865.2435083437,2003
"Thanh Hoa","70280","Vinh Loc",81132.2944416263,2416.18777509028,78716.106666536,2004
"Thanh Hoa","70280","Vinh Loc",80974.2126027206,2407.26663215043,78566.9459705702,2005
"Thanh Hoa","70280","Vinh Loc",80817.6594520405,2398.41465399109,78419.2447980494,2006
"Thanh Hoa","70280","Vinh Loc",80661.1063013603,2389.58625948476,78271.5200418756,2007
"Thanh Hoa","70280","Vinh Loc",80504.5531506801,2380.78139324328,78123.7717574369,2008
"Thanh Hoa","70280","Vinh Loc",80348,2372,77976,2009
"Thanh Hoa","70280","Vinh Loc",80949,2386,78564,2010
"Thanh Hoa","70280","Vinh Loc",81551,2399,79152,2011
"Thanh Hoa","70280","Vinh Loc",82152,2413,79739,2012
"Thanh Hoa","70280","Vinh Loc",82754,2426,80327,2013
"Thanh Hoa","70280","Vinh Loc",83355,2440,80915,2014
"Thanh Hoa","70280","Vinh Loc",83956,2454,81503,2015
"Thanh Hoa","70280","Vinh Loc",84558,2467,82091,2016
"Thanh Hoa","70280","Vinh Loc",85159,2481,82678,2017
"Thanh Hoa","70280","Vinh Loc",85761,2494,83266,2018
"Thanh Hoa","70280","Vinh Loc",86362,2508,83854,2019
"Thanh Hoa","70280","Vinh Loc",86976,2522,84454,2020
"Ninh Binh","70281","Kim Son",161912.505282548,10881.1337079557,151031.371574592,1998
"Ninh Binh","70281","Kim Son",162168.240121891,10961.3632397204,151206.87688217,1999
"Ninh Binh","70281","Kim Son",162423.974961233,11042.1568652808,151381.818095953,2000
"Ninh Binh","70281","Kim Son",162679.709800576,11123.5184261565,151556.19137442,2001
"Ninh Binh","70281","Kim Son",162935.444639919,11205.4517894351,151729.992850484,2002
"Ninh Binh","70281","Kim Son",163191.179479262,11287.9608479392,151903.218631322,2003
"Ninh Binh","70281","Kim Son",163446.914318604,11371.049520395,152075.864798209,2004
"Ninh Binh","70281","Kim Son",163702.649157947,11454.7217516016,152247.927406345,2005
"Ninh Binh","70281","Kim Son",163960.73686846,11539.1471017974,152421.589766663,2006
"Ninh Binh","70281","Kim Son",164218.824578974,11624.1658950018,152594.658683972,2007
"Ninh Binh","70281","Kim Son",164476.912289487,11709.7821718832,152767.130117604,2008
"Ninh Binh","70281","Kim Son",164735,11796,152939,2009
"Ninh Binh","70281","Kim Son",166556,11998,154558,2010
"Ninh Binh","70281","Kim Son",168376,12200,156176,2011
"Ninh Binh","70281","Kim Son",170197,12403,157795,2012
"Ninh Binh","70281","Kim Son",172018,12605,159413,2013
"Ninh Binh","70281","Kim Son",173839,12807,161032,2014
"Ninh Binh","70281","Kim Son",175659,13009,162650,2015
"Ninh Binh","70281","Kim Son",177480,13211,164269,2016
"Ninh Binh","70281","Kim Son",179301,13414,165887,2017
"Ninh Binh","70281","Kim Son",181121,13616,167506,2018
"Ninh Binh","70281","Kim Son",182942,13818,169124,2019
"Ninh Binh","70281","Kim Son",184819,14030,170789,2020
"Thanh Hoa","70282","Yen Dinh",157995.402396626,5427.73016779542,152567.672228831,1998
"Thanh Hoa","70282","Yen Dinh",157691.114780904,5548.17846125338,152142.936319651,1999
"Thanh Hoa","70282","Yen Dinh",157386.827165182,5671.27853959949,151715.548625582,2000
"Thanh Hoa","70282","Yen Dinh",157082.53954946,5797.08822879909,151285.451320661,2001
"Thanh Hoa","70282","Yen Dinh",156778.251933738,5925.66660105966,150852.585332678,2002
"Thanh Hoa","70282","Yen Dinh",156473.964318015,6057.07400129477,150416.890316721,2003
"Thanh Hoa","70282","Yen Dinh",156169.676702293,6191.37207413933,149978.304628154,2004
"Thanh Hoa","70282","Yen Dinh",155865.389086571,6328.62379152723,149536.765295044,2005
"Thanh Hoa","70282","Yen Dinh",155564.041814928,6469.01575287923,149095.026062049,2006
"Thanh Hoa","70282","Yen Dinh",155262.694543286,6612.49730683221,148650.197236453,2007
"Thanh Hoa","70282","Yen Dinh",154961.347271643,6759.1357926593,148202.211478983,2008
"Thanh Hoa","70282","Yen Dinh",154660,6909,147751,2009
"Thanh Hoa","70282","Yen Dinh",155777,7137,148640,2010
"Thanh Hoa","70282","Yen Dinh",156894,7365,149529,2011
"Thanh Hoa","70282","Yen Dinh",158011,7593,150418,2012
"Thanh Hoa","70282","Yen Dinh",159128,7821,151307,2013
"Thanh Hoa","70282","Yen Dinh",160245,8050,152196,2014
"Thanh Hoa","70282","Yen Dinh",161362,8278,153084,2015
"Thanh Hoa","70282","Yen Dinh",162479,8506,153973,2016
"Thanh Hoa","70282","Yen Dinh",163596,8734,154862,2017
"Thanh Hoa","70282","Yen Dinh",164713,8962,155751,2018
"Thanh Hoa","70282","Yen Dinh",165830,9190,156640,2019
"Thanh Hoa","70282","Yen Dinh",166970,9437,157533,2020
"Thanh Hoa","70283","Nga Son",138641.59035877,2063.49543751738,136578.094921253,1998
"Thanh Hoa","70283","Nga Son",138385.239599074,2128.354304498,136256.885294576,1999
"Thanh Hoa","70283","Nga Son",138128.888839379,2195.24425331294,135933.644586066,2000
"Thanh Hoa","70283","Nga Son",137872.538079683,2264.22862167839,135608.309458004,2001
"Thanh Hoa","70283","Nga Son",137616.187319987,2335.37271298958,135280.814606997,2002
"Thanh Hoa","70283","Nga Son",137359.836560291,2408.74385698825,134951.092703302,2003
"Thanh Hoa","70283","Nga Son",137103.485800595,2484.41147229041,134619.074328304,2004
"Thanh Hoa","70283","Nga Son",136847.135040899,2562.44713083102,134284.687910068,2005
"Thanh Hoa","70283","Nga Son",136593.351280674,2642.97429371182,133950.376986962,2006
"Thanh Hoa","70283","Nga Son",136339.567520449,2726.02268355106,133613.544836898,2007
"Thanh Hoa","70283","Nga Son",136085.783760225,2811.67090461642,133274.112855608,2008
"Thanh Hoa","70283","Nga Son",135832,2900,132932,2009
"Thanh Hoa","70283","Nga Son",136360,3015,133346,2010
"Thanh Hoa","70283","Nga Son",136888,3129,133759,2011
"Thanh Hoa","70283","Nga Son",137417,3244,134173,2012
"Thanh Hoa","70283","Nga Son",137945,3358,134586,2013
"Thanh Hoa","70283","Nga Son",138473,3473,135000,2014
"Thanh Hoa","70283","Nga Son",139001,3588,135414,2015
"Thanh Hoa","70283","Nga Son",139529,3702,135827,2016
"Thanh Hoa","70283","Nga Son",140058,3817,136241,2017
"Thanh Hoa","70283","Nga Son",140586,3931,136654,2018
"Thanh Hoa","70283","Nga Son",141114,4046,137068,2019
"Thanh Hoa","70283","Nga Son",141648,4171,137477,2020
"Thanh Hoa","70284","Hau Loc",169316.391436765,2521.89743878587,166794.493997979,1998
"Thanh Hoa","70284","Hau Loc",168990.30035309,2590.73826545679,166399.562087633,1999
"Thanh Hoa","70284","Hau Loc",168664.209269415,2661.4483463343,166002.760923081,2000
"Thanh Hoa","70284","Hau Loc",168338.118185741,2734.07812656835,165604.040059173,2001
"Thanh Hoa","70284","Hau Loc",168012.027102066,2808.6794028347,165203.347699232,2002
