"areaid","year","population_i","degree_grav1","degree_grav2","degree_rad","flux_grav1","flux_grav2","flux_rad"
"70599",2007,55936.4464002614,74,31,10,47.8592938378878,1.38159634876941,16.2978918997752
"70599",2008,56176.7232001307,75,33,10,48.9618161293985,1.40333771840752,16.3434635388254
"70599",2009,56417,75,33,10,50.0720111415385,1.42500124097274,16.390799501888
"70599",2010,57308,76,34,10,51.615120012963,1.45592490327473,16.5605844757767
"70599",2011,58200,79,34,10,53.1825280098151,1.48692630783025,16.7321133203241
"70599",2012,59091,83,35,10,54.7724403096636,1.51797305968736,16.9047488323217
"70599",2013,59983,83,36,10,56.3866688832569,1.54910781446061,17.0788104033287
"70599",2014,60874,83,36,10,58.023386067778,1.58029597836425,17.2535376136676
"70599",2015,61765,83,37,10,59.6834843310187,1.61155925421393,17.4291914924035
"70599",2016,62657,84,37,10,61.367944243248,1.64292004301185,17.6058907016409
"70599",2017,63548,84,38,10,63.0748501952397,1.67434126353917,17.7829732536718
"70599",2018,64440,88,39,10,64.8061424082662,1.70586364308282,17.9608540313863
"70599",2019,65331,92,40,10,66.5598430737165,1.73744908179122,18.1390749506533
"70599",2020,66261,92,43,10,68.4758039240744,1.77139234491473,18.3241948139485
"70600",1998,73636.9043072892,56,33,10,47.0008794249069,1.52124150178462,326.582674335981
"70600",1999,75474.5839803421,57,34,10,49.2795154197877,1.57996841784522,334.510981565786
"70600",2000,77312.263653395,63,34,10,51.6119945160544,1.63926643791145,342.442995566172
"70600",2001,79149.9433264479,67,34,11,53.9983167137071,1.69913337529176,350.378311482426
"70600",2002,80987.6229995008,70,34,11,56.4384820127458,1.75956613609486,358.316588223026
"70600",2003,82825.3026725537,71,34,11,58.9324904131704,1.82056099545615,366.257536322969
"70600",2004,84662.9823456066,75,34,11,61.4803419149809,1.88211378858757,374.200908459658
"70600",2005,86500.6620186595,77,35,12,64.0820365181774,1.94422004539537,382.14649197335
"70600",2006,88556.7465139946,79,35,12,67.1536118290546,2.01618286373813,391.018913502082
"70600",2007,90612.8310093297,82,36,12,70.2970864383612,2.08882842830007,399.89483326046
"70600",2008,92668.9155046649,84,36,12,73.5124603460971,2.16215288480273,408.773880465521
"70600",2009,94725,89,36,13,76.7997335522622,2.23615171776775,417.655739952986
"70600",2010,96123,91,36,13,79.2901874252028,2.28676734599737,424.181203387545
"70600",2011,97520,92,36,12,81.8192763939477,2.33746741735823,430.674117225803
"70600",2012,98918,94,36,12,84.3886975577254,2.38829878470251,437.141914312218
"70600",2013,100315,99,39,12,86.9966683447337,2.43923058073008,443.57953925687
"70600",2014,101713,101,40,12,89.6450012078658,2.49030974505099,449.994700157266
"70600",2015,103111,103,40,12,92.3327936461482,2.54152353728482,456.385352692872
"70600",2016,104508,106,40,12,95.0591246746037,2.59285670697627,462.749538225217
"70600",2017,105906,107,40,12,97.8258804801825,2.64435409758791,469.094652138334
"70600",2018,107303,109,42,12,100.631133596844,2.6959781342206,475.415239490708
"70600",2019,108701,109,42,12,103.476782390028,2.74776938122652,481.718067028671
"70600",2020,110155,110,42,12,106.591970833247,2.80349293174633,488.356399036849
"70601",1998,187452.52986212,160,25,29,98.5875595745369,1.53592828616302,305.197122322949
"70601",1999,188642.278976149,162,25,29,100.669726978724,1.55658162889181,307.039125061113
"70601",2000,189832.028090178,166,25,30,102.770265624529,1.57720971152529,308.885743546716
"70601",2001,191021.777204207,166,25,31,104.889175511952,1.59781886731732,310.736647437128
"70601",2002,192211.526318237,169,26,31,107.026456640993,1.61841447005377,312.59154396715
"70601",2003,193401.275432266,170,27,31,109.182109011651,1.63900113225636,314.450172691198
"70601",2004,194591.024546295,171,29,31,111.356132623927,1.65958284913076,316.312301066006
"70601",2005,195780.773660324,172,29,31,113.54852747782,1.68016310546513,318.177720724477
"70601",2006,197007.830245243,172,29,31,116.055322003094,1.70299549557224,320.093648327619
"70601",2007,198234.886830162,176,30,32,118.584478325856,1.72580742986745,322.01360845934
"70601",2008,199461.943415081,179,31,32,121.135996446108,1.74860470834759,323.9373015453
"70601",2009,200689,179,31,32,123.709876363849,1.7713923466904,325.864463651846
"70601",2010,200382,179,31,32,124.825317506725,1.77725823333379,325.208468532607
"70601",2011,200074,180,32,32,125.936139244022,1.78295866472005,324.555458111418
"70601",2012,199766,179,33,32,127.042966360671,1.78850825712546,323.904810920533
"70601",2013,199459,180,32,32,128.146365927688,1.79392100846843,323.257369467718
"70601",2014,199152,182,32,32,129.245839318313,1.79919915218476,322.611949644297
"70601",2015,198844,182,33,32,130.34065785519,1.80434167709376,321.967885123003
"70601",2016,198536,182,34,32,131.431411632901,1.80935891504599,321.324686557145
"70601",2017,198229,183,35,29,132.518850386855,1.81426380807505,320.683457770729
"70601",2018,197922,183,35,29,133.602275352661,1.81905427725442,320.043595136025
"70601",2019,197614,183,35,29,134.68104492232,1.82372724414852,319.403171619907
"70601",2020,197308,185,36,29,135.915798399284,1.82925368451917,318.783110540816
