"value","mean","sd","lower","median","upper","mode","kld","group","effect","region"
16.808365,0.129940733036573,1.19506999866351,0.0912973252166922,0.130057563831914,0.183950885788367,0.130288952488065,2.55052826321532e-06,1,"tmean_1m_g","Southern"
17.406295,0.173083690637207,1.12778829137333,0.136636562245716,0.17309407854581,0.219124501123282,0.173115984582171,6.09287722802771e-07,1,"tmean_1m_g","Southern"
18.035885,0.231291789466304,1.09157583709466,0.195030998414977,0.231160129156418,0.275145146135399,0.230900651466423,3.7501217205102e-06,1,"tmean_1m_g","Southern"
18.64759,0.296287944656777,1.08240181619387,0.254461159359743,0.29592957252959,0.347461607767472,0.295224034754047,8.42980672216824e-06,1,"tmean_1m_g","Southern"
19.272785,0.369012258875526,1.08145676863361,0.317219744985761,0.368651790936224,0.431724569271931,0.367951764592348,6.11864102556222e-06,1,"tmean_1m_g","Southern"
19.8918325,0.457627512595545,1.07958533968212,0.394390561075863,0.457329984792596,0.532963567960003,0.456751378357116,4.04127622953489e-06,1,"tmean_1m_g","Southern"
20.5155075,0.569409198744084,1.07546841906364,0.494052056232221,0.569201130247462,0.657514755046699,0.568797938489667,2.22428489818187e-06,1,"tmean_1m_g","Southern"
21.12613,0.707339321831486,1.07253591003829,0.616317903488725,0.707362688144351,0.811532452733623,0.707416290393123,1.11276991897249e-06,1,"tmean_1m_g","Southern"
21.7583,0.956903611500953,1.07068151380735,0.837169538497069,0.956714337434305,1.09479790096808,0.956353978985077,1.41167046712636e-06,1,"tmean_1m_g","Southern"
22.3802425,1.30563437309922,1.06957795881589,1.14512561415135,1.30516347750821,1.49148965184093,1.30425088895,2.57667404110213e-06,1,"tmean_1m_g","Southern"
22.961245,1.69362036011422,1.06897198625719,1.48651876349947,1.69321792771521,1.93182815196198,1.6924466450068,1.86463075148259e-06,1,"tmean_1m_g","Southern"
23.58554,2.22363131235462,1.06917760861589,1.95106429908313,2.22307223168031,2.53742671019314,2.22199850452167,2.03015595534573e-06,1,"tmean_1m_g","Southern"
24.229625,2.85572622820717,1.06950883814477,2.50398566944722,2.85507886057905,3.2604745338588,2.85383611079601,1.948336201657e-06,1,"tmean_1m_g","Southern"
24.8432025,3.50349044580979,1.07010516479949,3.06915588200431,3.50249564505954,4.00499765015838,3.5005693769186,2.51654747494205e-06,1,"tmean_1m_g","Southern"
25.4774,4.02989057699774,1.07066349346665,3.52580278638046,4.02909655283168,4.610376518433,4.02757091097498,1.83674338080501e-06,1,"tmean_1m_g","Southern"
26.1137025,4.46419746220481,1.07119714047525,3.90192918708098,4.46333996947756,5.11214566745563,4.46169481837001,1.70439740926641e-06,1,"tmean_1m_g","Southern"
26.678285,4.7386172002263,1.07186164043181,4.13712815482729,4.73756738037688,5.43338974196096,4.73554182298682,1.89152898711557e-06,1,"tmean_1m_g","Southern"
27.27284,4.68632478490063,1.07289025821252,4.08344895540615,4.68542077431602,5.38312704395924,4.68368086557741,1.621287147238e-06,1,"tmean_1m_g","Southern"
27.9228125,4.30631440469728,1.07453737492506,3.74258885863715,4.30489512246251,4.96328803762423,4.30212030361769,2.7831451156663e-06,1,"tmean_1m_g","Southern"
28.51755,3.45380266675653,1.07555998595996,2.99383693053089,3.45354153109514,3.98548912314576,3.45305917078971,8.15887394447514e-07,1,"tmean_1m_g","Southern"
29.09807,2.90623113611429,1.0775242388073,2.50986798359288,2.90613514885462,3.36527817798778,2.90597442818848,7.35092289799527e-07,1,"tmean_1m_g","Southern"
29.7164025,2.65518802643352,1.08038901111759,2.2830936489236,2.65433169128989,3.09292757182127,2.65265720697414,1.88173953057102e-06,1,"tmean_1m_g","Southern"
30.291025,2.48644900769043,1.08900513155333,2.10629389266044,2.48511098719495,2.94373566424784,2.48244228623555,4.23625321242099e-06,1,"tmean_1m_g","Southern"
30.94358,2.31085993591489,1.12353918354486,1.84357160885417,2.3084956304377,2.91335118679573,2.30379570617164,5.29608697475098e-06,1,"tmean_1m_g","Southern"
31.55929,2.15792072576199,1.18810503515875,1.54586293003189,2.15386078292318,3.04534785415379,2.14595231104198,5.29828606973598e-06,1,"tmean_1m_g","Southern"
-2.5206275,0.512594573426155,1.12923966947226,0.398730004898187,0.515093475948848,0.641928852737902,0.520369696112093,2.85840421287655e-05,1,"spei1_1m_g","Southern"
-2.41707365725772,0.550961811237166,1.10097751165173,0.452395315601315,0.552729192737855,0.659381322345422,0.556468581859987,2.97544578658767e-05,1,"spei1_1m_g","Southern"
-2.27777839955314,0.606261748131401,1.06914670897189,0.529624065090525,0.607155775957494,0.688439635795123,0.609044699077002,2.82859249153e-05,1,"spei1_1m_g","Southern"
-2.15023505213114,0.65965561163806,1.04708614038928,0.601750404203644,0.660017097916032,0.720927613523601,0.66076800495658,1.99703324441717e-05,1,"spei1_1m_g","Southern"
-2.00699419304789,0.718939129173665,1.03171353398814,0.675981967044541,0.719006463179358,0.764195187572365,0.719163837903499,5.42771263980252e-06,1,"spei1_1m_g","Southern"
-1.88203375149555,0.763678713608938,1.02584285944618,0.726664933678213,0.763553919137103,0.803279361624165,0.763357623246989,1.17838203852257e-06,1,"spei1_1m_g","Southern"
-1.749069,0.797929125647324,1.02333268694603,0.762529712735603,0.797914388101042,0.835002856371885,0.797885656733568,1.68576313183048e-06,1,"spei1_1m_g","Southern"
-1.62027791283232,0.831032269594858,1.0222199303449,0.795949087695292,0.830988521841846,0.867839046028633,0.830884190356831,2.5943230507543e-06,1,"spei1_1m_g","Southern"
-1.48867780493749,0.864937060429652,1.02138773846284,0.830366184277428,0.864703526660836,0.902340243495994,0.864221564209542,9.27869629472282e-06,1,"spei1_1m_g","Southern"
-1.36167878666796,0.886522425118503,1.02076783898145,0.852273236674886,0.886232927722145,0.923866127726236,0.885640263532707,1.90414457597167e-05,1,"spei1_1m_g","Southern"
-1.226786,0.889782973746265,1.01938397966511,0.857468941387679,0.889572641025809,0.92457280290822,0.889144698776735,1.33094734745621e-05,1,"spei1_1m_g","Southern"
-1.09719827434659,0.881799598040776,1.01821329415414,0.851369902191142,0.881692912659635,0.913913153746021,0.881478715896634,4.04918916984082e-06,1,"spei1_1m_g","Southern"
-0.9681117,0.873609336843437,1.01769402245147,0.844134893595543,0.873560351941484,0.904356661777193,0.873469094393664,1.09402369795006e-06,1,"spei1_1m_g","Southern"
-0.8380689,0.866873101839598,1.01747973953123,0.837618769025221,0.866950408489047,0.896679032972654,0.867108993024366,1.89154930687799e-06,1,"spei1_1m_g","Southern"
-0.703171,0.875100976972687,1.01711577012836,0.846202619461972,0.875164334213406,0.904594624054224,0.875294420977581,1.51054983645813e-06,1,"spei1_1m_g","Southern"
-0.573193617715176,0.897674463569327,1.01686655685602,0.868869871374147,0.897590501691056,0.927889383108568,0.897425229112325,2.13314597030033e-06,1,"spei1_1m_g","Southern"
-0.440439911710667,0.924383831223769,1.01709997180078,0.894759754612401,0.924157732452316,0.956343029377048,0.923707996783295,9.6812062163792e-06,1,"spei1_1m_g","Southern"
-0.3128662,0.935378859753298,1.01653252010851,0.905878271424008,0.935316718014413,0.966149073618056,0.935188127539325,3.23378459312262e-06,1,"spei1_1m_g","Southern"
-0.1801578,0.953676335325015,1.01658875681324,0.923645947131843,0.95356386075625,0.98531544860971,0.953339394386052,4.38482513414207e-06,1,"spei1_1m_g","Southern"
-0.0507407272893785,0.967428632965868,1.01659561525316,0.937001874116494,0.967298394469211,0.999588861413263,0.967039134941655,4.65779156064486e-06,1,"spei1_1m_g","Southern"
0.07951747,0.976003605011302,1.01657756981615,0.945252455498657,0.975900152499873,1.0083282052479,0.975694211976859,3.2937689166436e-06,1,"spei1_1m_g","Southern"
0.211200927592529,0.98306775579937,1.01653767027664,0.952097743683149,0.982987055766782,1.01547134639214,0.982825619973315,2.42548135516706e-06,1,"spei1_1m_g","Southern"
0.34180392886008,0.993682779109649,1.01686205657572,0.96202550227654,0.99351757011141,1.0273476679352,0.993191551117148,4.0266118873043e-06,1,"spei1_1m_g","Southern"
0.474623969511548,0.998395594952353,1.01687432253807,0.966338570430213,0.998303600157476,1.03201250590025,0.998120540803807,1.83935399348622e-06,1,"spei1_1m_g","Southern"
0.607558606227519,1.01089111064069,1.01703432583255,0.978265668008919,1.01075304041151,1.04539724968976,1.0104866851693,1.9200161892615e-06,1,"spei1_1m_g","Southern"
0.736131116081912,1.02182385779967,1.01704674731908,0.988419657458314,1.02182309964135,1.05632216027036,1.02182590194082,9.49706373658547e-07,1,"spei1_1m_g","Southern"
0.866164548778166,1.04678511205263,1.01741162439988,1.01176883496055,1.04681317876481,1.0828103832641,1.0468702511109,9.60508791456331e-07,1,"spei1_1m_g","Southern"
0.99757155,1.09253624750194,1.0182125962166,1.05509951494263,1.09231416803245,1.13261744763849,1.09188000014475,4.18817932958796e-06,1,"spei1_1m_g","Southern"
1.127734,1.13265405173108,1.01880464945502,1.09255935626741,1.13243613259758,1.17550048319226,1.13199478346278,5.52133573647546e-06,1,"spei1_1m_g","Southern"
1.257551,1.17655074629136,1.01981710451903,1.13295264445958,1.17624103651238,1.22368225340007,1.17561512156725,7.81410970541593e-06,1,"spei1_1m_g","Southern"
1.384457,1.21102032362135,1.02070468641547,1.16394939909514,1.2107582485225,1.2615431184339,1.21024125664894,3.44490147811266e-06,1,"spei1_1m_g","Southern"
1.52655492653819,1.2418540377732,1.0216045855541,1.1904201776,1.24196029572258,1.2948412532022,1.24217658596495,1.81132281526746e-06,1,"spei1_1m_g","Southern"
1.652847,1.28464487821292,1.02235547411115,1.22934912205169,1.28486615042,1.34110909143303,1.285320142097,2.98358911726161e-06,1,"spei1_1m_g","Southern"
1.78274737299548,1.34480004494365,1.02316291847974,1.28516682974823,1.34492612331419,1.40640081275248,1.34518404857454,1.90209468962021e-06,1,"spei1_1m_g","Southern"
1.90823168488152,1.4200565755162,1.02506475592229,1.3531755082185,1.41983695760025,1.49148437462254,1.41941424597526,1.81113589149261e-06,1,"spei1_1m_g","Southern"
2.0362295,1.5093737424448,1.03096445395921,1.42291698511019,1.50891099933892,1.6038745743705,1.50799178282319,7.34331130845547e-06,1,"spei1_1m_g","Southern"
2.171846,1.61564685234568,1.04434622101613,1.48619746553438,1.61473740472665,1.76207628418611,1.61286877198317,1.25082887791056e-05,1,"spei1_1m_g","Southern"
2.291769,1.71356951324066,1.06298105617749,1.52463707931722,1.71166221331833,1.93818946879107,1.70773001475068,1.16310821423616e-05,1,"spei1_1m_g","Southern"
2.458006,1.8597749828859,1.09893384817239,1.55420647412026,1.85562437185355,2.25370363958427,1.84716448499134,9.61457293000831e-06,1,"spei1_1m_g","Southern"
2.58765585566026,1.98227557914997,1.13364762277215,1.56166990119068,1.97597617845762,2.56170728764182,1.96322927516366,8.63173860869639e-06,1,"spei1_1m_g","Southern"
-2.7796665,1.50521761739862,1.08432776287304,1.27980531628516,1.50612498224649,1.76359925645689,1.5076019194094,1.26182889760926e-06,1,"spei6_5m_g","Southern"
-2.6501186419918,1.45871451535821,1.06545434060607,1.28589340516352,1.4590960320674,1.65185036038417,1.45969459726957,8.6552899419552e-07,1,"spei6_5m_g","Southern"
-2.52164,1.41373877489468,1.04973374697469,1.28463713943723,1.4137695184557,1.55533837575452,1.41376658274933,4.82718937889066e-07,1,"spei6_5m_g","Southern"
-2.377739,1.36458808931308,1.03607072445307,1.27314221661028,1.36442921963544,1.46340481248977,1.36409402319408,1.38873832481693e-07,1,"spei6_5m_g","Southern"
-2.241505,1.31888236956992,1.02736120342312,1.25139440208373,1.31864585825649,1.39133117448343,1.31816841657315,1.84832598704225e-07,1,"spei6_5m_g","Southern"
-2.10222786420954,1.27230105247683,1.0224479770579,1.21908973989314,1.27190396452653,1.33024217452322,1.27111308257965,1.36920559774503e-06,1,"spei6_5m_g","Southern"
-1.95548981751188,1.22223357941668,1.02007615536116,1.17680089653104,1.22169676856536,1.27267196256209,1.22064580856512,3.09102978433514e-06,1,"spei6_5m_g","Southern"
-1.81552315531785,1.17165884716473,1.01869141219944,1.13046425422837,1.17137736677665,1.216089856505,1.1708599478482,2.05722870069881e-06,1,"spei6_5m_g","Southern"
-1.672173,1.12031685230278,1.0179215202155,1.08141060022205,1.12047050338943,1.15975303754323,1.12081543836534,4.40024940924152e-07,1,"spei6_5m_g","Southern"
-1.53285044855361,1.07793908659801,1.01781728580321,1.04028831007219,1.07827978102014,1.11503891985858,1.07901439953809,6.76081765124041e-07,1,"spei6_5m_g","Southern"
-1.38873844299109,1.04783723195358,1.01706531258099,1.01289369477768,1.04809651928175,1.08251881114165,1.04865181026179,5.04086218289853e-07,1,"spei6_5m_g","Southern"
-1.24349535591452,1.02781851237704,1.01607090218943,0.99583213416853,1.02791807080436,1.06025154892119,1.02813374036305,3.20866371030713e-07,1,"spei6_5m_g","Southern"
-1.10131746142861,1.0123827017943,1.01552328430325,0.982364304752005,1.01231412621456,1.04369121087204,1.01219104791504,1.05008950669619e-06,1,"spei6_5m_g","Southern"
-0.958525206315464,0.996435584943999,1.01521919922526,0.967741511851316,0.996269016066943,1.02696850388139,0.995947704092987,2.12809460542658e-06,1,"spei6_5m_g","Southern"
-0.814466697771735,0.97475578732508,1.01464496118435,0.947323902237532,0.974739111301866,1.00306020631534,0.974718507827529,6.71612165946075e-07,1,"spei6_5m_g","Southern"
-0.675153552569464,0.955105019227964,1.01463185370447,0.927811013680694,0.955254961856014,0.982341366461617,0.955569050969767,3.24358527601656e-07,1,"spei6_5m_g","Southern"
-0.5286709,0.943923171476271,1.01458656044866,0.917008366342763,0.944082321046287,0.970722563873613,0.94442009398796,3.8883137077158e-07,1,"spei6_5m_g","Southern"
-0.3828509,0.939782555296032,1.01437121151471,0.913498173744595,0.939889313774826,0.966214499176068,0.940122336135301,4.80079152005854e-07,1,"spei6_5m_g","Southern"
-0.242991658874809,0.938546768930336,1.01426778556285,0.912515948206894,0.938638108117334,0.964795964750368,0.938838263695268,3.44661001327833e-07,1,"spei6_5m_g","Southern"
-0.0981510876588227,0.939818080237354,1.01423081984975,0.913836626875846,0.939899787593655,0.966063065294194,0.940076664681294,1.77164326974901e-07,1,"spei6_5m_g","Southern"
0.041213775,0.943321807619671,1.01425886753446,0.917341166351041,0.943346105117808,0.969882095296634,0.943405068478325,1.39343902905983e-07,1,"spei6_5m_g","Southern"
0.188599365131618,0.947213363933643,1.01441797463488,0.921182819619767,0.947116000903249,0.974532386347449,0.94693080398561,4.70767970396315e-07,1,"spei6_5m_g","Southern"
0.333253260605522,0.945353796281361,1.01458073322165,0.919203610605606,0.945216274094642,0.973053548499496,0.944949068579537,7.72014352832303e-07,1,"spei6_5m_g","Southern"
0.474084883206618,0.935528226794016,1.01454657937098,0.909410470918159,0.935497137669154,0.962549684594533,0.935442099645792,1.76338883277864e-07,1,"spei6_5m_g","Southern"
0.6170452,0.922666288234103,1.01477728335711,0.896276829077316,0.922718859539723,0.949510848876037,0.922829741559708,1.31816091566533e-07,1,"spei6_5m_g","Southern"
0.760198945167286,0.910349117216549,1.01502300779343,0.883909167965311,0.910395471783045,0.937294959582717,0.91049533531873,1.34166176292611e-07,1,"spei6_5m_g","Southern"
0.905412207108413,0.899401423018206,1.01522349462521,0.873207050799434,0.899353271247881,0.926639887458788,0.899268718260741,8.76570945525392e-07,1,"spei6_5m_g","Southern"
1.04737,0.883338049912868,1.01548556446963,0.856994156319171,0.883358462758413,0.910360068644966,0.883410895644985,5.07948748247784e-07,1,"spei6_5m_g","Southern"
1.18963064009183,0.868462029168122,1.01593287816897,0.841684464531285,0.868539924117899,0.895637908796893,0.86871061136366,5.15162763491627e-07,1,"spei6_5m_g","Southern"
1.329144,0.854947615672182,1.01666920153711,0.827161167573216,0.85512511838393,0.882659818319186,0.855505924682909,4.46102041708012e-07,1,"spei6_5m_g","Southern"
1.474717,0.847595056539728,1.01729933023973,0.818874060097901,0.847841752328012,0.875937278577809,0.848375529532272,6.76991658773074e-07,1,"spei6_5m_g","Southern"
